"","gisjoin","year","diff","male","female"
"10690","G3300150",1880,-0.008,24164,24900
"10691","G3300170",1880,-0.014,17286,18272
"10692","G3300190",1880,-0.01,8891,9270
"10693","G3400010",1880,0.01,9539,9165
"10694","G3400030",1880,-0.001,18369,18417
"10695","G3400050",1880,-0.007,27296,28106
"10696","G3400070",1880,-0.013,30643,32299
"10697","G3400090",1880,0.002,4904,4861
"10698","G3400110",1880,0.002,18903,18784
"10699","G3400130",1880,-0.018,91605,98324
"10700","G3400150",1880,0.013,13279,12607
"10701","G3400170",1880,-0.001,93692,94252
"10702","G3400190",1880,-0.007,18996,19574
"10703","G3400210",1880,0.001,29069,28992
"10704","G3400230",1880,0.009,26598,25688
"10705","G3400250",1880,-0.007,27372,28166
"10706","G3400270",1880,0.005,25680,25181
"10707","G3400290",1880,0.01,7368,7087
"10708","G3400310",1880,-0.007,33930,34930
"10709","G3400330",1880,0.007,12453,12126
"10710","G3400350",1880,-0.006,13428,13734
"10711","G3400370",1880,0.007,11934,11605
"10712","G3400390",1880,-0.024,26479,29092
"10713","G3400410",1880,0.002,18385,18204
"10714","G3550035",1880,0.028,9087,8138
"10715","G3550075",1880,0.081,1973,1425
"10716","G3550115",1880,0.02,3958,3654
"10717","G3550155",1880,0.127,2844,1695
"10718","G3550195",1880,0.118,1552,961
"10719","G3550255",1880,0.016,5033,4718
"10720","G3550315",1880,0.02,5735,5288
"10721","G3550395",1880,0.035,11048,9590
"10722","G3550435",1880,0.054,6023,4844
"10723","G3550475",1880,0.043,4280,3595
"10724","G3550495",1880,0.046,6021,5008
"10725","G3550555",1880,0.03,6942,6153
"10726","G3600010",1880,-0.018,74701,80189
"10727","G3600030",1880,0.003,21010,20800
"10728","G3600070",1880,-0.005,24512,24971
"10729","G3600090",1880,0.016,28807,26999
"10730","G3600110",1880,0,32522,32559
"10731","G3600130",1880,-0.001,32574,32768
"10732","G3600150",1880,-0.002,21463,21602
"10733","G3600170",1880,-0.004,19779,20112
"10734","G3600190",1880,0.009,25905,24992
"10735","G3600210",1880,-0.01,23482,24446
"10736","G3600230",1880,-0.004,12820,13005
"10737","G3600250",1880,0.004,21523,21198
"10738","G3600270",1880,-0.013,38594,40590
"10739","G3600290",1880,0,110029,109855
"10740","G3600310",1880,0.015,17774,16741
"10741","G3600330",1880,-0.004,16069,16321
"10742","G3600350",1880,-0.009,15228,15757
"10743","G3600370",1880,-0.005,16253,16553
"10744","G3600390",1880,-0.01,16030,16665
"10745","G3600410",1880,0.056,2180,1743
"10746","G3600430",1880,0.001,21365,21304
"10747","G3600450",1880,-0.007,32592,33511
"10748","G3600470",1880,-0.018,289153,310342
"10749","G3600490",1880,0.018,16276,15140
"10750","G3600510",1880,-0.005,19575,19987
"10751","G3600530",1880,-0.003,21933,22179
"10752","G3600550",1880,-0.014,70420,74483
"10753","G3600570",1880,-0.007,18889,19426
"10754","G3600610",1880,-0.01,590514,615785
"10755","G3600630",1880,-0.003,26915,27258
"10756","G3600650",1880,-0.012,56322,59153
"10757","G3600670",1880,-0.008,57959,59934
"10758","G3600690",1880,-0.005,24512,25029
"10759","G3600710",1880,-0.012,43052,45168
"10760","G3600730",1880,-0.003,14980,15148
"10761","G3600750",1880,-0.005,38549,39362
"10762","G3600770",1880,-0.001,25628,25769
"10763","G3600790",1880,0.009,7722,7459
"10764","G3600810",1880,0.005,45775,44799
"10765","G3600830",1880,-0.012,56297,59031
"10766","G3600850",1880,-0.004,19351,19640
"10767","G3600870",1880,0.005,13978,13712
"10768","G3600890",1880,-0.005,42578,43419
"10769","G3600910",1880,-0.009,27057,28099
"10770","G3600930",1880,-0.004,11682,11856
"10771","G3600950",1880,-0.001,16409,16501
"10772","G3600970",1880,-0.008,9278,9564
"10773","G3600990",1880,-0.011,14316,14962
"10774","G3601010",1880,0.007,39365,38221
"10775","G3601030",1880,-0.004,26734,27154
"10776","G3601050",1880,0.009,16540,15951
"10777","G3601070",1880,-0.007,16105,16568
"10778","G3601090",1880,-0.006,17026,17419
"10779","G3601110",1880,0.003,43156,42682
"10780","G3601130",1880,0.001,12619,12560
"10781","G3601150",1880,0,23955,23916
"10782","G3601170",1880,-0.005,25599,26101
"10783","G3601190",1880,-0.004,54012,54976
"10784","G3601210",1880,0,15460,15447
"10785","G3601230",1880,-0.006,10419,10668
"10786","G3700010",1880,-0.022,6992,7621
"10787","G3700030",1880,-0.018,4025,4330
"10788","G3700050",1880,0.003,2760,2726
"10789","G3700070",1880,-0.016,8712,9282
"10790","G3700090",1880,0.002,7249,7188
"10791","G3700130",1880,-0.002,8701,8773
"10792","G3700150",1880,-0.004,8129,8270
"10793","G3700170",1880,-0.008,7954,8204
"10794","G3700190",1880,0.008,4769,4620
"10795","G3700210",1880,-0.001,10938,10971
"10796","G3700230",1880,-0.019,6157,6652
"10797","G3700250",1880,-0.008,7358,7606
"10798","G3700270",1880,-0.016,4977,5314
"10799","G3700290",1880,-0.001,3133,3141
"10800","G3700310",1880,-0.008,4818,4966
"10801","G3700330",1880,0.002,8951,8874
"10802","G3700350",1880,-0.021,7153,7793
"10803","G3700370",1880,-0.013,11416,12037
"10804","G3700390",1880,-0.012,3991,4191
"10805","G3700410",1880,-0.016,3822,4078
"10806","G3700430",1880,0.006,1679,1637
"10807","G3700450",1880,-0.016,8022,8549
"10808","G3700470",1880,-0.001,7212,7227
"10809","G3700490",1880,-0.026,9351,10378
"10810","G3700510",1880,-0.018,11493,12343
"10811","G3700530",1880,0.015,3337,3139
"10812","G3700550",1880,0.009,1650,1593
"10813","G3700570",1880,-0.011,9934,10399
"10814","G3700590",1880,-0.014,5396,5700
"10815","G3700610",1880,-0.013,9143,9630
"10816","G3700650",1880,0.002,13130,13051
"10817","G3700670",1880,-0.011,8832,9238
"10818","G3700690",1880,-0.006,10294,10535
"10819","G3700710",1880,-0.015,6916,7338
"10820","G3700730",1880,-0.019,4277,4620
"10821","G3700750",1880,-0.005,1155,1180
"10822","G3700770",1880,-0.003,15558,15728
"10823","G3700790",1880,-0.009,4932,5105
"10824","G3700810",1880,-0.02,11322,12263
"10825","G3700830",1880,0.002,15212,15088
"10826","G3700850",1880,-0.006,5362,5500
"10827","G3700870",1880,-0.004,5097,5174
"10828","G3700890",1880,-0.012,5019,5262
"10829","G3700910",1880,-0.009,5816,6027
"10830","G3700950",1880,0.008,3948,3817
"10831","G3700970",1880,-0.02,10876,11799
"10832","G3700990",1880,-0.004,3643,3700
"10833","G3701010",1880,-0.006,11581,11880
"10834","G3701030",1880,0.002,3761,3730
"10835","G3701070",1880,-0.011,7502,7842
"10836","G3701090",1880,-0.017,5341,5720
"10837","G3701110",1880,-0.007,4847,4989
"10838","G3701130",1880,-0.012,3932,4132
"10839","G3701150",1880,0.005,6468,6342
"10840","G3701170",1880,-0.009,6455,6685
"10841","G3701190",1880,-0.002,17027,17148
"10842","G3701210",1880,-0.005,4666,4769
"10843","G3701230",1880,-0.008,4616,4758
"10844","G3701250",1880,-0.001,8395,8426
"10845","G3701270",1880,-0.005,8777,8954
"10846","G3701290",1880,-0.035,9935,11441
"10847","G3701310",1880,-0.005,9920,10112
"10848","G3701330",1880,0,4916,4913
"10849","G3701350",1880,-0.003,11780,11918
"10850","G3701370",1880,-0.006,3125,3198
"10851","G3701390",1880,-0.005,5129,5240
"10852","G3701410",1880,0.006,6309,6159
"10853","G3701430",1880,-0.005,4683,4783
"10854","G3701450",1880,-0.012,6692,7027
"10855","G3701470",1880,-0.009,10710,11084
"10856","G3701490",1880,-0.008,2493,2569
"10857","G3701510",1880,-0.018,10050,10786
"10858","G3701530",1880,-0.009,8963,9282
"10859","G3701550",1880,-0.004,11840,12040
"10860","G3701570",1880,-0.005,10770,10974
"10861","G3701590",1880,-0.018,9633,10332
"10862","G3701610",1880,-0.024,7234,7964
"10863","G3701630",1880,-0.011,11187,11707
"10864","G3701670",1880,-0.013,5119,5386
"10865","G3701690",1880,-0.008,7554,7799
"10866","G3701710",1880,-0.01,7504,7798
"10867","G3701730",1880,0.005,1912,1872
"10868","G3701750",1880,0.002,2682,2658
"10869","G3701770",1880,0.007,2303,2242
"10870","G3701790",1880,-0.005,8941,9115
"10871","G3701830",1880,-0.003,23835,24104
"10872","G3701850",1880,-0.003,11234,11385
"10873","G3701870",1880,-0.013,4352,4576
"10874","G3701890",1880,-0.007,4022,4138
"10875","G3701910",1880,-0.007,12308,12643
"10876","G3701930",1880,-0.026,9089,10092
"10877","G3701950",1880,-0.005,7958,8106
"10878","G3701970",1880,-0.021,5954,6466
"10879","G3701990",1880,-0.007,3793,3901
"10880","G3900010",1880,0.001,12036,11969
"10881","G3900030",1880,0.018,16213,15101
"10882","G3900050",1880,-0.001,11914,11969
"10883","G3900070",1880,0,18557,18582
"10884","G3900090",1880,0.003,14279,14132
"10885","G3900110",1880,0.02,13232,12212
"10886","G3900130",1880,-0.002,24705,24933
"10887","G3900150",1880,-0.002,16388,16523
"10888","G3900170",1880,0.003,21396,21183
"10889","G3900190",1880,0.001,8225,8191
"10890","G3900210",1880,0.003,14000,13817
"10891","G3900230",1880,0.01,21414,20534
"10892","G3900250",1880,-0.005,18181,18532
"10893","G3900270",1880,0.002,12436,12320
"10894","G3900290",1880,0.003,24448,24154
"10895","G3900310",1880,0.002,13372,13270
"10896","G3900330",1880,0.011,15617,14966
"10897","G3900350",1880,0.003,99005,97938
"10898","G3900370",1880,0.015,20852,19644
"10899","G3900390",1880,0.026,11837,10678
"10900","G3900410",1880,0.002,13756,13625
"10901","G3900430",1880,0.009,16598,16042
"10902","G3900450",1880,0.008,17412,16872
"10903","G3900470",1880,0.015,10493,9871
"10904","G3900490",1880,0.013,44487,42310
"10905","G3900510",1880,0.014,10828,10225
"10906","G3900530",1880,0.004,14161,13963
"10907","G3900550",1880,0.006,7213,7038
"10908","G3900570",1880,0.005,15833,15516
"10909","G3900590",1880,-0.011,13286,13911
"10910","G3900610",1880,-0.007,154481,158893
"10911","G3900630",1880,0.01,14180,13604
"10912","G3900650",1880,0.015,13927,13096
"10913","G3900670",1880,-0.004,10148,10308
"10914","G3900690",1880,0.029,10899,9686
"10915","G3900710",1880,-0.005,14983,15298
"10916","G3900730",1880,0.008,10738,10388
"10917","G3900750",1880,0.005,10484,10292
"10918","G3900770",1880,0.007,16014,15595
"10919","G3900790",1880,0.013,12142,11544
"10920","G3900810",1880,-0.008,16257,16761
"10921","G3900830",1880,-0.003,13638,13793
"10922","G3900850",1880,-0.011,7985,8341
"10923","G3900870",1880,0.008,19854,19214
"10924","G3900890",1880,-0.002,20146,20304
"10925","G3900910",1880,0.004,13249,13018
"10926","G3900930",1880,0.003,17882,17644
"10927","G3900950",1880,0.005,34002,33375
"10928","G3900970",1880,0.019,10457,9672
"10929","G3900990",1880,0.011,21914,20957
"10930","G3901010",1880,0.016,10611,9954
"10931","G3901030",1880,0.001,10757,10696
"10932","G3901050",1880,0.004,16286,16039
"10933","G3901070",1880,0.023,11403,10405
"10934","G3901090",1880,0,18079,18079
"10935","G3901110",1880,0.004,13356,13140
"10936","G3901130",1880,0.025,41210,37340
"10937","G3901150",1880,-0.008,9884,10190
"10938","G3901170",1880,-0.002,9503,9569
"10939","G3901190",1880,-0.013,24249,25525
"10940","G3901210",1880,0.002,10621,10517
"10941","G3901230",1880,0.024,10349,9413
"10942","G3901250",1880,0.033,7194,6291
"10943","G3901270",1880,0.014,14508,13710
"10944","G3901290",1880,0.009,13942,13473
"10945","G3901310",1880,0.006,9065,8862
"10946","G3901330",1880,0.001,13772,13728
"10947","G3901350",1880,0.004,12369,12164
"10948","G3901370",1880,0.017,12253,11460
"10949","G3901390",1880,-0.003,18046,18260
"10950","G3901410",1880,-0.001,20115,20192
"10951","G3901430",1880,0.009,16310,15747
"10952","G3901450",1880,0.003,16870,16641
"10953","G3901470",1880,0.005,18667,18280
"10954","G3901490",1880,0.017,12470,11667
"10955","G3901510",1880,0,32008,32023
"10956","G3901530",1880,0.006,22137,21651
"10957","G3901550",1880,0.005,22680,22200
"10958","G3901570",1880,0.008,20402,19796
"10959","G3901590",1880,0.012,11467,10908
"10960","G3901610",1880,0.014,11837,11191
"10961","G3901630",1880,0.013,8832,8391
"10962","G3901650",1880,0.003,14267,14125
"10963","G3901670",1880,-0.003,21495,21749
"10964","G3901690",1880,-0.003,19916,20160
"10965","G3901710",1880,0.01,12151,11670
"10966","G3901730",1880,0.023,17795,16227
"10967","G3901750",1880,0.014,11506,10889
"10968","G4100010",1880,0.19,3184,1432
"10969","G4100030",1880,0.066,3624,2779
"10970","G4100050",1880,0.046,5056,4204
"10971","G4100070",1880,0.299,5773,1449
"10972","G4100090",1880,0.11,1246,796
"10973","G4100110",1880,0.091,2857,1977
"10974","G4100150",1880,0.094,718,490
"10975","G4100190",1880,0.056,5335,4261
"10976","G4100230",1880,0.211,3061,1242
"10977","G4100290",1880,0.074,4677,3477
"10978","G4100330",1880,0.143,1599,886
"10979","G4100370",1880,0.129,1763,1041
"10980","G4100390",1880,0.039,5074,4337
"10981","G4100430",1880,0.041,6858,5818
"10982","G4100470",1880,0.055,8093,6483
"10983","G4100510",1880,0.091,14903,10300
"10984","G4100530",1880,0.066,3734,2867
"10985","G4100570",1880,0.057,540,430
"10986","G4100590",1880,0.094,5711,3896
"10987","G4100610",1880,0.088,3909,2741
"10988","G4100650",1880,0.164,7387,3733
"10989","G4100670",1880,0.051,3899,3183
"10990","G4100710",1880,0.051,4380,3565
"10991","G4200010",1880,-0.013,15808,16647
"10992","G4200030",1880,0.003,179114,176755
"10993","G4200050",1880,0.003,23949,23692
"10994","G4200070",1880,0.002,19873,19732
"10995","G4200090",1880,0.001,17492,17437
"10996","G4200110",1880,-0.001,61161,61436
"10997","G4200130",1880,0.001,26432,26308
"10998","G4200150",1880,0.003,29427,29114
"10999","G4200170",1880,-0.001,34275,34381
"11000","G4200190",1880,0.001,26304,26232
"11001","G4200210",1880,0.022,24419,22392
"11002","G4200230",1880,0.031,2740,2419
"11003","G4200250",1880,0.012,16348,15575
"11004","G4200270",1880,0.002,19024,18898
"11005","G4200290",1880,-0.006,41249,42232
"11006","G4200310",1880,0.006,20395,19933
"11007","G4200330",1880,0.035,23217,20191
"11008","G4200350",1880,0.007,13320,12958
"11009","G4200370",1880,0.001,16235,16174
"11010","G4200390",1880,-0.001,34244,34363
"11011","G4200410",1880,-0.019,22105,23872
"11012","G4200430",1880,-0.007,37557,38591
"11013","G4200450",1880,-0.002,27966,28135
"11014","G4200470",1880,0.061,7187,5613
"11015","G4200490",1880,0.001,37393,37295
"11016","G4200510",1880,0.011,30049,28793
"11017","G4200530",1880,0.041,2374,2011
"11018","G4200550",1880,-0.011,24382,25473
"11019","G4200570",1880,-0.001,5068,5081
"11020","G4200590",1880,-0.001,14102,14171
"11021","G4200610",1880,-0.004,16852,17102
"11022","G4200630",1880,-0.007,19973,20554
"11023","G4200650",1880,0.013,14327,13608
"11024","G4200670",1880,-0.004,9033,9194
"11025","G4200690",1880,0.008,45363,43906
"11026","G4200710",1880,-0.008,68672,70775
"11027","G4200730",1880,0.004,16774,16538
"11028","G4200750",1880,-0.014,18707,19769
"11029","G4200770",1880,0.004,33263,32706
"11030","G4200790",1880,0.017,68788,64277
"11031","G4200810",1880,0.003,28941,28545
"11032","G4200830",1880,0.064,23991,18574
"11033","G4200850",1880,0.002,28173,27988
"11034","G4200870",1880,-0.01,9584,9993
"11035","G4200890",1880,0.012,10323,9852
"11036","G4200910",1880,-0.005,47734,48760
"11037","G4200930",1880,0.002,7771,7697
"11038","G4200950",1880,0.001,35208,35104
"11039","G4200970",1880,0.003,26716,26407
"11040","G4200990",1880,-0.001,13727,13795
"11041","G4201010",1880,-0.021,405975,441195
"11042","G4201030",1880,0.014,4964,4699
"11043","G4201050",1880,0.027,7268,6529
"11044","G4201070",1880,0.011,66437,63537
"11045","G4201090",1880,0.001,8922,8875
"11046","G4201110",1880,0.008,16806,16304
"11047","G4201130",1880,0.028,4265,3808
"11048","G4201150",1880,0.005,20391,19963
"11049","G4201170",1880,0.015,23601,22213
"11050","G4201190",1880,-0.015,8200,8705
"11051","G4201210",1880,0.004,22022,21648
"11052","G4201230",1880,0.023,14641,13340
"11053","G4201250",1880,-0.001,27642,27776
"11054","G4201270",1880,0.008,17016,16497
"11055","G4201290",1880,0.01,39775,38261
"11056","G4201310",1880,0.007,7902,7696
"11057","G4201330",1880,-0.003,43699,44142
"11058","G4400010",1880,-0.023,5438,5956
"11059","G4400030",1880,-0.013,10021,10567
"11060","G4400050",1880,-0.021,11574,12606
"11061","G4400070",1880,-0.02,94921,102953
"11062","G4400090",1880,-0.008,11076,11419
"11063","G4500010",1880,-0.009,20060,20755
"11064","G4500030",1880,-0.007,13854,14258
"11065","G4500070",1880,-0.007,16573,17039
"11066","G4500110",1880,0,19942,19915
"11067","G4500130",1880,-0.016,14602,15574
"11068","G4500190",1880,-0.022,49117,53683
"11069","G4500230",1880,-0.009,11853,12300
"11070","G4500250",1880,-0.01,8006,8339
"11071","G4500270",1880,0,9600,9590
"11072","G4500290",1880,0.002,18262,18124
"11073","G4500310",1880,-0.003,17130,17355
"11074","G4500370",1880,0.002,23006,22838
"11075","G4500390",1880,-0.006,13714,14051
"11076","G4500430",1880,-0.016,9496,10117
"11077","G4500450",1880,-0.006,18512,18984
"11078","G4500490",1880,0.003,9434,9307
"11079","G4500510",1880,0.001,7802,7772
"11080","G4500550",1880,-0.006,10645,10893
"11081","G4500570",1880,-0.002,8416,8487
"11082","G4500590",1880,-0.004,14604,14840
"11083","G4500630",1880,-0.009,9116,9448
"11084","G4500670",1880,-0.008,16793,17314
"11085","G4500690",1880,-0.004,10214,10384
"11086","G4500710",1880,-0.007,13061,13436
"11087","G4500730",1880,-0.015,7879,8377
"11088","G4500750",1880,-0.003,20583,20812
"11089","G4500770",1880,-0.003,7146,7243
"11090","G4500790",1880,-0.015,13845,14728
"11091","G4500830",1880,-0.01,19781,20628
"11092","G4500850",1880,-0.005,18342,18695
"11093","G4500870",1880,-0.007,11870,12210
"11094","G4500890",1880,-0.005,11936,12174
"11095","G4500910",1880,-0.005,15214,15499
"11096","G4700010",1880,0.003,5441,5379
"11097","G4700030",1880,-0.003,12934,13091
"11098","G4700050",1880,-0.001,4880,4900
"11099","G4700070",1880,0.007,2848,2769
"11100","G4700090",1880,0.003,8039,7946
"11101","G4700110",1880,-0.014,5894,6230
"11102","G4700130",1880,-0.001,4989,5016
"11103","G4700150",1880,-0.002,5905,5954
"11104","G4700170",1880,-0.002,11014,11089
"11105","G4700190",1880,0,5013,5006
"11106","G4700210",1880,0.012,4073,3883
"11107","G4700250",1880,0,6684,6689
"11108","G4700270",1880,0.002,3508,3479
"11109","G4700290",1880,-0.009,7278,7530
"11110","G4700310",1880,-0.009,6337,6557
"11111","G4700330",1880,0.002,7081,7028
"11112","G4700350",1880,0.005,2291,2247
"11113","G4700370",1880,-0.007,38923,40103
"11114","G4700390",1880,-0.009,4171,4327
"11115","G4700410",1880,0.002,7438,7375
"11116","G4700430",1880,0.011,6365,6095
"11117","G4700450",1880,0.014,7774,7344
"11118","G4700470",1880,0,15941,15930
"11119","G4700490",1880,0.008,3017,2924
"11120","G4700510",1880,-0.002,8551,8627
"11121","G4700530",1880,0.01,16671,16014
"11122","G4700550",1880,0.001,18039,17975
"11123","G4700570",1880,-0.012,6043,6341
"11124","G4700590",1880,-0.008,11808,12197
"11125","G4700610",1880,0.048,2518,2074
"11126","G4700630",1880,-0.01,4990,5197
"11127","G4700650",1880,0.009,12025,11617
"11128","G4700670",1880,-0.009,4466,4632
"11129","G4700690",1880,0.001,11491,11430
"11130","G4700710",1880,-0.004,7334,7459
"11131","G4700730",1880,-0.012,10066,10544
"11132","G4700750",1880,-0.004,12914,13139
"11133","G4700770",1880,-0.003,8671,8759
"11134","G4700790",1880,-0.002,11018,11124
"11135","G4700810",1880,0,6047,6048
"11136","G4700830",1880,0.008,2181,2114
"11137","G4700850",1880,0.005,5746,5633
"11138","G4700870",1880,-0.002,5980,6028
"11139","G4700875",1880,-0.003,2580,2607
"11140","G4700890",1880,-0.009,7781,8065
"11141","G4700910",1880,0,3884,3882
"11142","G4700930",1880,-0.012,19099,20025
"11143","G4700950",1880,0.041,2145,1823
"11144","G4700970",1880,0.011,7627,7291
"11145","G4700990",1880,0,5188,5195
"11146","G4701010",1880,-0.004,1082,1099
"11147","G4701030",1880,-0.001,13462,13498
"11148","G4701050",1880,-0.001,4564,4584
"11149","G4701070",1880,-0.018,7261,7803
"11150","G4701090",1880,-0.002,8605,8666
"11151","G4701110",1880,0.003,4687,4634
"11152","G4701130",1880,-0.003,15355,15519
"11153","G4701150",1880,0.003,5485,5425
"11154","G4701170",1880,0.001,9652,9607
"11155","G4701190",1880,-0.007,19690,20214
"11156","G4701210",1880,0.004,3584,3533
"11157","G4701230",1880,-0.004,7080,7203
"11158","G4701250",1880,-0.005,14103,14378
"11159","G4701270",1880,0.008,3169,3064
"11160","G4701290",1880,0.028,2722,2434
"11161","G4701310",1880,0.018,11875,11037
"11162","G4701330",1880,-0.008,5980,6173
"11163","G4701350",1880,0.006,3630,3544
"11164","G4701390",1880,-0.015,3525,3744
"11165","G4701410",1880,-0.001,5744,5757
"11166","G4701430",1880,0.003,3559,3514
"11167","G4701450",1880,0.002,7649,7588
"11168","G4701470",1880,0.007,9565,9296
"11169","G4701490",1880,-0.006,18136,18605
"11170","G4701510",1880,0.012,3081,2940
"11171","G4701530",1880,0.005,1296,1269
"11172","G4701550",1880,-0.004,7707,7834
"11173","G4701570",1880,-0.005,38856,39574
"11174","G4701590",1880,0.004,8971,8828
"11175","G4701610",1880,0.016,6552,6138
"11176","G4701630",1880,-0.008,9015,9306
"11177","G4701650",1880,-0.003,11751,11874
"11178","G4701670",1880,0.014,10816,10217
"11179","G4701690",1880,0.002,3334,3312
"11180","G4701710",1880,0.001,1826,1819
"11181","G4701730",1880,-0.004,5087,5173
"11182","G4701750",1880,0.005,1481,1452
"11183","G4701770",1880,-0.009,6915,7164
"11184","G4701790",1880,-0.01,7921,8260
"11185","G4701810",1880,-0.01,5543,5758
"11186","G4701830",1880,0.008,12454,12084
"11187","G4701850",1880,-0.006,5520,5656
"11188","G4701870",1880,-0.003,14065,14248
"11189","G4701890",1880,-0.005,14221,14526
"11190","G4800010",1880,0.02,9053,8342
"11191","G4800030",1880,NA,0,0
"11192","G4800050",1880,0.008,2660,2579
"11193","G4800070",1880,0.01,508,488
"11194","G4800090",1880,0.094,354,242
"11195","G4800110",1880,0.371,27,4
"11196","G4800130",1880,0.04,2279,1938
"11197","G4800150",1880,0.014,7419,7010
"11198","G4800170",1880,NA,0,0
"11199","G4800190",1880,0.017,1116,1042
"11200","G4800210",1880,0.023,9000,8215
"11201","G4800230",1880,0.096,426,289
"11202","G4800250",1880,0.036,1231,1067
"11203","G4800270",1880,0.022,10705,9813
"11204","G4800290",1880,0.028,16083,14387
"11205","G4800310",1880,0.044,1948,1635
"11206","G4800330",1880,0.3,28,7
"11207","G4800350",1880,0.04,6058,5159
"11208","G4800370",1880,0.031,5817,5148
"11209","G4800390",1880,0.026,5145,4629
"11210","G4800410",1880,0.025,7132,6444
"11211","G4800450",1880,0.167,8,4
"11212","G4800490",1880,0.032,4480,3934
"11213","G4800510",1880,0.03,4898,4345
"11214","G4800530",1880,0.028,3621,3234
"11215","G4800550",1880,0.02,6111,5646
"11216","G4800570",1880,0,869,870
"11217","G4800590",1880,0.087,2028,1425
"11218","G4800610",1880,0.026,7865,7094
"11219","G4800630",1880,0.016,3061,2870
"11220","G4800650",1880,NA,0,0
"11221","G4800670",1880,0.018,8657,8067
"11222","G4800690",1880,NA,0,0
"11223","G4800710",1880,0.04,1180,1007
"11224","G4800730",1880,0.005,8442,8281
"11225","G4800750",1880,0.46,24,1
"11226","G4800770",1880,0.048,2764,2281
"11227","G4800790",1880,NA,0,0
"11228","G4800830",1880,0.063,2028,1575
"11229","G4800850",1880,0.043,14100,11883
"11230","G4800870",1880,0.5,6,0
"11231","G4800890",1880,0.008,8476,8197
"11232","G4800910",1880,0.016,2864,2682
"11233","G4800930",1880,0.03,4560,4048
"11234","G4800950",1880,0.13,504,296
"11235","G4800970",1880,0.034,10888,9503
"11236","G4800990",1880,0.02,5677,5247
"11237","G4801010",1880,0.375,21,3
"11238","G4801050",1880,0.098,76,51
"11239","G4801070",1880,0.439,77,5
"11240","G4801110",1880,NA,0,0
"11241","G4801130",1880,0.04,18079,15409
"11242","G4801150",1880,0.5,24,0
"11243","G4801170",1880,0.184,26,12
"11244","G4801190",1880,0.029,2961,2636
"11245","G4801210",1880,0.036,9730,8413
"11246","G4801230",1880,0.01,5141,4941
"11247","G4801250",1880,0.321,23,5
"11248","G4801270",1880,0.086,390,275
"11249","G4801290",1880,0.35,136,24
"11250","G4801310",1880,0.054,3173,2559
"11251","G4801330",1880,0.052,2681,2174
"11252","G4801370",1880,0.083,155,111
"11253","G4801390",1880,0.032,11320,9974
"11254","G4801410",1880,0.008,1954,1891
"11255","G4801415",1880,0.09,1123,779
"11256","G4801430",1880,0.027,6222,5574
"11257","G4801450",1880,0.025,8524,7716
"11258","G4801470",1880,0.037,13697,11804
"11259","G4801490",1880,0.017,14487,13509
"11260","G4801510",1880,0.191,94,42
"11261","G4801530",1880,0.5,3,0
"11262","G4801570",1880,0.027,4946,4434
"11263","G4801590",1880,0.015,2719,2561
"11264","G4801610",1880,0.013,7656,7265
"11265","G4801630",1880,0.063,1199,931
"11266","G4801650",1880,-0.375,1,7
"11267","G4801670",1880,0.002,12099,12022
"11268","G4801690",1880,0.444,34,2
"11269","G4801710",1880,0.029,2764,2464
"11270","G4801750",1880,0.014,2998,2834
"11271","G4801770",1880,0.018,7687,7153
"11272","G4801790",1880,0.393,50,6
"11273","G4801810",1880,0.027,20069,18039
"11274","G4801830",1880,0.017,4409,4121
"11275","G4801850",1880,0.007,9437,9166
"11276","G4801870",1880,0.022,6370,5832
"11277","G4801890",1880,NA,0,0
"11278","G4801910",1880,0.306,29,7
"11279","G4801930",1880,0.029,3365,3000
"11280","G4801950",1880,0.389,16,2
"11281","G4801970",1880,0.34,42,8
"11282","G4801990",1880,0.001,937,933
"11283","G4802010",1880,0.003,14074,13911
"11284","G4802030",1880,0.007,12753,12424
"11285","G4802050",1880,0.25,75,25
"11286","G4802070",1880,0.396,43,5
"11287","G4802090",1880,0.039,4069,3486
"11288","G4802110",1880,0.138,95,54
"11289","G4802130",1880,0.036,5221,4514
"11290","G4802150",1880,0.023,2272,2075
"11291","G4802170",1880,0.036,8872,7682
"11292","G4802190",1880,NA,0,0
"11293","G4802210",1880,0.025,3217,2908
"11294","G4802230",1880,0.021,8052,7409
"11295","G4802250",1880,0.014,8586,8116
"11296","G4802270",1880,0.4,45,5
"11297","G4802310",1880,0.032,9164,8066
"11298","G4802330",1880,0.26,38,12
"11299","G4802370",1880,0.039,3574,3052
"11300","G4802390",1880,0.012,1393,1330
"11301","G4802410",1880,0.005,2919,2860
"11302","G4802450",1880,0.023,1826,1663
"11303","G4802510",1880,0.032,9529,8382
"11304","G4802530",1880,0.086,320,226
"11305","G4802550",1880,0.033,1742,1528
"11306","G4802570",1880,0.03,8191,7257
"11307","G4802590",1880,0.04,1492,1271
"11308","G4802630",1880,0.239,68,24
"11309","G4802650",1880,0.028,1145,1023
"11310","G4802670",1880,0.049,737,606
"11311","G4802690",1880,0.25,30,10
"11312","G4802710",1880,0.124,2801,1686
"11313","G4802750",1880,0.214,55,22
"11314","G4802770",1880,0.02,14139,13054
"11315","G4802790",1880,NA,0,0
"11316","G4802810",1880,0.024,2842,2579
"11317","G4802830",1880,0.143,507,282
"11318","G4802850",1880,0.011,6965,6676
"11319","G4802870",1880,0.018,4632,4305
