"","gisjoin","year","diff","male","female"
"21074","G1800810",1920,0.002,10401,10338
"21075","G1800830",1920,0.012,23648,22547
"21076","G1800850",1920,0.006,13718,13402
"21077","G1800870",1920,0.005,7081,6928
"21078","G1800890",1920,0.06,89549,70408
"21079","G1800910",1920,0.021,26297,24146
"21080","G1800930",1920,0.009,14381,13847
"21081","G1800950",1920,0.008,35100,34051
"21082","G1800970",1920,-0.002,173259,174802
"21083","G1800990",1920,0.007,12033,11711
"21084","G1801010",1920,0.022,6188,5677
"21085","G1801030",1920,0.001,14357,14311
"21086","G1801050",1920,0.007,12431,12088
"21087","G1801070",1920,-0.002,14190,14300
"21088","G1801090",1920,0.006,10124,9886
"21089","G1801110",1920,0.013,5203,4941
"21090","G1801130",1920,0.001,11251,11219
"21091","G1801150",1920,0.016,2078,1946
"21092","G1801170",1920,0.009,8632,8342
"21093","G1801190",1920,0.007,6466,6294
"21094","G1801210",1920,0.014,9696,9179
"21095","G1801230",1920,0.007,8466,8226
"21096","G1801250",1920,0.014,9595,9089
"21097","G1801270",1920,0.016,10454,9802
"21098","G1801290",1920,0.005,9771,9563
"21099","G1801310",1920,0.008,6297,6088
"21100","G1801330",1920,0.006,10065,9815
"21101","G1801350",1920,0.003,13313,13171
"21102","G1801370",1920,0.01,9528,9166
"21103","G1801390",1920,0.004,9691,9550
"21104","G1801410",1920,0.013,52994,50310
"21105","G1801430",1920,0.003,3731,3693
"21106","G1801450",1920,-0.003,12925,13057
"21107","G1801470",1920,0.014,9450,8950
"21108","G1801490",1920,0.022,5364,4914
"21109","G1801510",1920,0.005,6742,6618
"21110","G1801530",1920,0.012,16201,15429
"21111","G1801550",1920,0.01,4753,4558
"21112","G1801570",1920,-0.011,20931,21882
"21113","G1801590",1920,0.005,8150,8002
"21114","G1801610",1920,-0.007,2966,3055
"21115","G1801630",1920,-0.011,45109,47184
"21116","G1801650",1920,0.027,14565,13060
"21117","G1801670",1920,0.005,50590,49622
"21118","G1801690",1920,0.002,13661,13570
"21119","G1801710",1920,0.014,4982,4717
"21120","G1801730",1920,0.009,10101,9761
"21121","G1801750",1920,0.004,8388,8257
"21122","G1801770",1920,0.002,24181,23955
"21123","G1801790",1920,0.006,10376,10133
"21124","G1801810",1920,0.012,8879,8472
"21125","G1801830",1920,0.006,7918,7742
"21126","G1900010",1920,0.017,7376,6883
"21127","G1900030",1920,0.015,5417,5104
"21128","G1900050",1920,0.015,8909,8376
"21129","G1900070",1920,0.017,15801,14734
"21130","G1900090",1920,0.024,6560,5960
"21131","G1900110",1920,0.017,12447,11633
"21132","G1900130",1920,0.001,28323,28247
"21133","G1900150",1920,0.018,15481,14411
"21134","G1900170",1920,0.007,8488,8240
"21135","G1900190",1920,0.004,10033,9857
"21136","G1900210",1920,0.015,9553,9003
"21137","G1900230",1920,0.013,9146,8699
"21138","G1900250",1920,0.015,9153,8630
"21139","G1900270",1920,0.007,10932,10617
"21140","G1900290",1920,0.01,9897,9524
"21141","G1900310",1920,0.018,9098,8462
"21142","G1900330",1920,0.024,18162,16513
"21143","G1900350",1920,0.023,9297,8463
"21144","G1900370",1920,0.011,7890,7541
"21145","G1900390",1920,0.015,5408,5098
"21146","G1900410",1920,0.018,8108,7552
"21147","G1900430",1920,0.019,12982,12050
"21148","G1900450",1920,0.009,22068,21303
"21149","G1900470",1920,0.025,10826,9788
"21150","G1900490",1920,0.018,13009,12111
"21151","G1900510",1920,0.006,6365,6209
"21152","G1900530",1920,0.008,8410,8156
"21153","G1900550",1920,0.004,9172,9011
"21154","G1900570",1920,-0.008,17465,18055
"21155","G1900590",1920,0.025,5381,4860
"21156","G1900610",1920,-0.008,28638,29624
"21157","G1900630",1920,0.023,6598,6029
"21158","G1900650",1920,0.011,14959,14292
"21159","G1900670",1920,0.005,9526,9334
"21160","G1900690",1920,0.022,8252,7555
"21161","G1900710",1920,0.012,7908,7539
"21162","G1900730",1920,0.008,8373,8094
"21163","G1900750",1920,0.013,7401,7019
"21164","G1900770",1920,0.015,9055,8541
"21165","G1900790",1920,0.015,10059,9472
"21166","G1900810",1920,0.025,7724,6999
"21167","G1900830",1920,0.018,12083,11254
"21168","G1900850",1920,0.013,12571,11917
"21169","G1900870",1920,0,9150,9148
"21170","G1900890",1920,0.009,6973,6732
"21171","G1900910",1920,0.021,6746,6205
"21172","G1900930",1920,0.023,6111,5578
"21173","G1900950",1920,0.013,9549,9051
"21174","G1900970",1920,0.01,10162,9769
"21175","G1900990",1920,0.014,14320,13535
"21176","G1901010",1920,0.005,8296,8144
"21177","G1901030",1920,-0.004,13123,13339
"21178","G1901050",1920,0.032,9893,8714
"21179","G1901070",1920,0.008,10665,10318
"21180","G1901090",1920,0.025,13175,11907
"21181","G1901110",1920,0.008,20139,19537
"21182","G1901130",1920,-0.002,36890,37114
"21183","G1901150",1920,0.015,6275,5904
"21184","G1901170",1920,0.016,8087,7599
"21185","G1901190",1920,0.027,8130,7301
"21186","G1901210",1920,0.015,7734,7286
"21187","G1901230",1920,0.003,13211,13059
"21188","G1901250",1920,0.015,12854,12103
"21189","G1901270",1920,0.01,16626,16004
"21190","G1901290",1920,0.011,7873,7549
"21191","G1901310",1920,0.008,7070,6851
"21192","G1901330",1920,0.021,8918,8207
"21193","G1901350",1920,0.023,12270,11197
"21194","G1901370",1920,0.008,8659,8389
"21195","G1901390",1920,0.005,14676,14366
"21196","G1901410",1920,0.02,9908,9143
"21197","G1901430",1920,0.025,5367,4856
"21198","G1901450",1920,0.002,12113,12024
"21199","G1901470",1920,0.025,8134,7352
"21200","G1901490",1920,0.022,12305,11279
"21201","G1901510",1920,0.016,8055,7547
"21202","G1901530",1920,0,77043,76986
"21203","G1901550",1920,0.012,31484,30066
"21204","G1901570",1920,0.003,10021,9889
"21205","G1901590",1920,0.015,6656,6263
"21206","G1901610",1920,0.011,8942,8558
"21207","G1901630",1920,0.013,37911,36041
"21208","G1901650",1920,0.019,8345,7720
"21209","G1901670",1920,0.017,13684,12774
"21210","G1901690",1920,0.004,13194,12991
"21211","G1901710",1920,0.015,11251,10610
"21212","G1901730",1920,0,7760,7754
"21213","G1901750",1920,0.006,8738,8530
"21214","G1901770",1920,0.005,7107,6953
"21215","G1901790",1920,0.006,19199,18738
"21216","G1901810",1920,0.006,9133,8914
"21217","G1901830",1920,0.006,10334,10087
"21218","G1901850",1920,0.008,7808,7570
"21219","G1901870",1920,0.017,19443,18168
"21220","G1901890",1920,0.023,7058,6431
"21221","G1901910",1920,0.01,11277,10814
"21222","G1901930",1920,0.026,48523,43648
"21223","G1901950",1920,0.029,6148,5482
"21224","G1901970",1920,0.02,10572,9776
"21225","G2000010",1920,0.003,11828,11681
"21226","G2000030",1920,0.014,6678,6308
"21227","G2000050",1920,-0.004,11620,11791
"21228","G2000070",1920,0.02,5067,4672
"21229","G2000090",1920,0.01,9402,9020
"21230","G2000110",1920,0.009,11805,11393
"21231","G2000130",1920,0.008,10635,10314
"21232","G2000150",1920,0.037,23551,20291
"21233","G2000170",1920,0.011,3654,3490
"21234","G2000190",1920,0.018,6002,5596
"21235","G2000210",1920,0.01,17138,16471
"21236","G2000230",1920,0.037,2998,2589
"21237","G2000250",1920,0.031,2649,2340
"21238","G2000270",1920,0.007,7283,7082
"21239","G2000290",1920,0.002,8897,8817
"21240","G2000310",1920,0.007,7222,7032
"21241","G2000330",1920,0.023,2775,2527
"21242","G2000350",1920,0.006,17800,17355
"21243","G2000370",1920,0.018,32001,29799
"21244","G2000390",1920,0.023,4247,3874
"21245","G2000410",1920,0.013,13216,12561
"21246","G2000430",1920,0.018,6960,6478
"21247","G2000450",1920,-0.014,11654,12344
"21248","G2000470",1920,0.016,3639,3418
"21249","G2000490",1920,0.005,4563,4471
"21250","G2000510",1920,0.017,7305,6833
"21251","G2000530",1920,0.018,5377,5002
"21252","G2000550",1920,0.011,3921,3753
"21253","G2000570",1920,0.02,7428,6845
"21254","G2000590",1920,0.005,11092,10854
"21255","G2000610",1920,0.051,7415,6037
"21256","G2000630",1920,0.035,2541,2207
"21257","G2000650",1920,0.028,4024,3600
"21258","G2000670",1920,0.045,592,495
"21259","G2000690",1920,0.027,2482,2229
"21260","G2000710",1920,0.022,537,491
"21261","G2000730",1920,0.018,7617,7098
"21262","G2000750",1920,0.029,1369,1217
"21263","G2000770",1920,0.014,7018,6638
"21264","G2000790",1920,0.001,10396,10348
"21265","G2000810",1920,0.032,774,681
"21266","G2000830",1920,0.032,1988,1746
"21267","G2000850",1920,0.015,7977,7518
"21268","G2000870",1920,0.013,7560,7190
"21269","G2000890",1920,0.013,8336,7904
"21270","G2000910",1920,0.01,9335,8979
"21271","G2000930",1920,0.035,1400,1217
"21272","G2000950",1920,0.018,6278,5841
"21273","G2000970",1920,0.011,3148,3016
"21274","G2000990",1920,0.004,17160,16887
"21275","G2001010",1920,0.035,1523,1325
"21276","G2001030",1920,0.092,22719,15683
"21277","G2001050",1920,0.01,5046,4848
"21278","G2001070",1920,0.016,7125,6690
"21279","G2001090",1920,0.033,1717,1506
"21280","G2001110",1920,0.003,13154,13000
"21281","G2001130",1920,0.002,10959,10886
"21282","G2001150",1920,0.016,11833,11090
"21283","G2001170",1920,0.011,11621,11109
"21284","G2001190",1920,0.024,2905,2637
"21285","G2001210",1920,0.013,10163,9646
"21286","G2001230",1920,0.003,6988,6898
"21287","G2001250",1920,0.005,25086,24559
"21288","G2001270",1920,0.009,6110,5895
"21289","G2001290",1920,0.043,1726,1451
"21290","G2001310",1920,0.012,9459,9028
"21291","G2001330",1920,0.009,12226,11774
"21292","G2001350",1920,0.026,3937,3553
"21293","G2001370",1920,0.015,5880,5543
"21294","G2001390",1920,0.019,9673,8948
"21295","G2001410",1920,0.014,6398,6043
"21296","G2001430",1920,0.014,5507,5207
"21297","G2001450",1920,0.018,4828,4495
"21298","G2001470",1920,0.015,6445,6060
"21299","G2001490",1920,0.015,8314,7840
"21300","G2001510",1920,0.015,6647,6262
"21301","G2001530",1920,0.028,3588,3211
"21302","G2001550",1920,0.011,22701,21722
"21303","G2001570",1920,0.014,8148,7707
"21304","G2001590",1920,0.007,7513,7319
"21305","G2001610",1920,0.061,11582,9068
"21306","G2001630",1920,0.004,5026,4940
"21307","G2001650",1920,0.017,4325,4035
"21308","G2001670",1920,0.015,5532,5216
"21309","G2001690",1920,0.005,12673,12430
"21310","G2001710",1920,0.021,1626,1495
"21311","G2001730",1920,-0.002,45931,46303
"21312","G2001750",1920,0.023,3252,2968
"21313","G2001770",1920,-0.008,34033,35126
"21314","G2001790",1920,0.036,2939,2545
"21315","G2001810",1920,0.037,3003,2589
"21316","G2001830",1920,0.019,7782,7203
"21317","G2001850",1920,0.011,5905,5654
"21318","G2001870",1920,0.05,499,409
"21319","G2001890",1920,0.035,2111,1832
"21320","G2001910",1920,0.013,14986,14227
"21321","G2001930",1920,0.028,2915,2602
"21322","G2001950",1920,0.054,3255,2625
"21323","G2001970",1920,0.019,5933,5491
"21324","G2001990",1920,0.046,1323,1101
"21325","G2002010",1920,0.014,9238,8746
"21326","G2002030",1920,0.013,952,904
"21327","G2002050",1920,0.015,10894,10263
"21328","G2002070",1920,0.008,4563,4421
"21329","G2002090",1920,0.013,62650,59568
"21330","G2100010",1920,0.006,8741,8548
"21331","G2100030",1920,0.008,8521,8240
"21332","G2100050",1920,0.008,5066,4916
"21333","G2100070",1920,0.02,6261,5784
"21334","G2100090",1920,0.009,12898,12458
"21335","G2100110",1920,0.016,6194,5802
"21336","G2100130",1920,0.016,17521,16467
"21337","G2100150",1920,0.015,4926,4646
"21338","G2100170",1920,0.01,9392,9026
"21339","G2100190",1920,0.003,14739,14542
"21340","G2100210",1920,0,7495,7503
"21341","G2100230",1920,0.014,5249,4961
"21342","G2100250",1920,0.014,10591,10023
"21343","G2100270",1920,0.011,10038,9614
"21344","G2100290",1920,0.023,4881,4447
"21345","G2100310",1920,0.012,7775,7422
"21346","G2100330",1920,0.006,7077,6898
"21347","G2100350",1920,0.009,10594,10208
"21348","G2100370",1920,-0.009,30388,31480
"21349","G2100390",1920,0.014,4231,4000
"21350","G2100410",1920,0.008,4241,4105
"21351","G2100430",1920,0.021,11704,10770
"21352","G2100450",1920,0.009,8767,8446
"21353","G2100470",1920,-0.005,17752,18131
"21354","G2100490",1920,0.008,9097,8804
"21355","G2100510",1920,0.016,10207,9588
"21356","G2100530",1920,0.006,4347,4242
"21357","G2100550",1920,0.012,6718,6407
"21358","G2100570",1920,0.007,5403,5245
"21359","G2100590",1920,-0.003,20263,20470
"21360","G2100610",1920,0.017,5629,5265
"21361","G2100630",1920,0.019,4614,4273
"21362","G2100650",1920,0.021,8119,7450
"21363","G2100670",1920,-0.002,27214,27450
"21364","G2100690",1920,0.009,7954,7660
"21365","G2100710",1920,0.02,14261,13166
"21366","G2100730",1920,0.025,10164,9193
"21367","G2100750",1920,0.004,7661,7536
"21368","G2100770",1920,0.019,2420,2244
"21369","G2100790",1920,0.008,6354,6149
"21370","G2100810",1920,0.015,5370,5065
"21371","G2100830",1920,-0.001,16207,16276
"21372","G2100850",1920,0.007,10100,9827
"21373","G2100870",1920,0.014,5850,5541
"21374","G2100890",1920,0.019,10417,9645
"21375","G2100910",1920,0.008,3527,3418
"21376","G2100930",1920,0.042,13164,11123
"21377","G2100950",1920,0.043,17127,14419
"21378","G2100970",1920,0.01,8057,7741
"21379","G2100990",1920,0.012,9501,9043
"21380","G2101010",1920,0.005,13953,13656
"21381","G2101030",1920,0.015,6900,6511
"21382","G2101050",1920,0.005,5176,5068
"21383","G2101070",1920,0.007,17312,16821
"21384","G2101090",1920,0.018,6049,5638
"21385","G2101110",1920,-0.007,141131,145238
"21386","G2101130",1920,0.012,6253,5952
"21387","G2101150",1920,0.016,10124,9498
"21388","G2101170",1920,-0.015,35588,37865
"21389","G2101190",1920,0.009,5932,5723
"21390","G2101210",1920,0.012,12375,11797
"21391","G2101230",1920,0.008,5078,4926
"21392","G2101250",1920,0.015,10203,9611
"21393","G2101270",1920,0.011,9023,8620
"21394","G2101290",1920,0.018,6168,5750
"21395","G2101310",1920,0.009,5136,4961
"21396","G2101330",1920,0.043,13279,11188
"21397","G2101350",1920,0.026,8323,7506
"21398","G2101370",1920,0.007,8362,8119
"21399","G2101390",1920,0.011,4970,4762
"21400","G2101410",1920,0.012,12098,11535
"21401","G2101430",1920,0.029,4651,4144
"21402","G2101450",1920,-0.005,18445,18801
"21403","G2101470",1920,0.019,6056,5620
"21404","G2101490",1920,0.018,6476,6026
"21405","G2101510",1920,0.006,13294,12990
"21406","G2101530",1920,0.01,7068,6791
"21407","G2101550",1920,-0.008,7634,7893
"21408","G2101570",1920,0.011,7772,7443
"21409","G2101590",1920,0.027,4031,3623
"21410","G2101610",1920,-0.002,8846,8914
"21411","G2101630",1920,0.018,4892,4550
"21412","G2101650",1920,0.013,2963,2816
"21413","G2101670",1920,0.002,7422,7373
"21414","G2101690",1920,0.005,5087,4988
"21415","G2101710",1920,0.008,7214,7000
"21416","G2101730",1920,0.002,6152,6093
"21417","G2101750",1920,0.018,8551,7967
"21418","G2101770",1920,0.013,17095,16258
"21419","G2101790",1920,0.001,8084,8053
"21420","G2101810",1920,0.014,5085,4809
"21421","G2101830",1920,0.014,13597,12876
"21422","G2101850",1920,0.019,3991,3698
"21423","G2101870",1920,0.021,6535,6019
"21424","G2101890",1920,0.014,4017,3803
"21425","G2101910",1920,0.013,6011,5708
"21426","G2101930",1920,0.032,13844,12198
"21427","G2101950",1920,0.024,25949,23528
"21428","G2101970",1920,0.015,3475,3270
"21429","G2101990",1920,0.007,17258,16752
"21430","G2102010",1920,0.013,1986,1885
"21431","G2102030",1920,0.007,7813,7593
"21432","G2102050",1920,0.006,4795,4672
"21433","G2102070",1920,0.011,6057,5797
"21434","G2102090",1920,0.014,7866,7452
"21435","G2102110",1920,0.015,9541,8991
"21436","G2102130",1920,0.003,5611,5539
"21437","G2102150",1920,0.023,4073,3712
"21438","G2102170",1920,0.004,6165,6071
"21439","G2102190",1920,0.005,7929,7765
"21440","G2102210",1920,0.01,7250,6958
"21441","G2102230",1920,0.022,3138,2873
"21442","G2102250",1920,0.014,9267,8773
"21443","G2102270",1920,-0.002,15352,15506
"21444","G2102290",1920,0.01,7534,7239
"21445","G2102310",1920,0.004,8174,8034
"21446","G2102330",1920,0.013,10657,10105
"21447","G2102350",1920,0.005,14024,13725
"21448","G2102370",1920,0.008,4463,4320
"21449","G2102390",1920,0.016,6084,5700
"21450","G2200010",1920,0.003,17516,17304
"21451","G2200030",1920,0.026,9660,8722
"21452","G2200050",1920,-0.002,11044,11111
"21453","G2200070",1920,-0.005,8861,9051
"21454","G2200090",1920,0,17662,17638
"21455","G2200110",1920,0.037,11161,9606
"21456","G2200130",1920,0.001,10511,10466
"21457","G2200150",1920,0.006,11260,11006
"21458","G2200170",1920,0.001,41749,41516
"21459","G2200190",1920,0.006,16616,16191
"21460","G2200210",1920,0.018,4929,4585
"21461","G2200230",1920,0.019,2052,1900
"21462","G2200250",1920,0.018,5733,5341
"21463","G2200270",1920,0.023,14586,13299
"21464","G2200290",1920,0.009,6345,6121
"21465","G2200310",1920,-0.008,14460,14916
"21466","G2200330",1920,-0.012,21704,22809
"21467","G2200350",1920,0.008,5709,5522
"21468","G2200370",1920,-0.011,8558,8929
"21469","G2200390",1920,0.013,12048,11437
"21470","G2200410",1920,0.009,12278,11822
"21471","G2200430",1920,0.013,7391,7012
"21472","G2200450",1920,-0.003,13353,13502
"21473","G2200470",1920,0.001,13443,13363
"21474","G2200490",1920,0.01,7382,7104
"21475","G2200510",1920,0.013,11072,10491
"21476","G2200530",1920,0.008,9646,9353
"21477","G2200550",1920,-0.008,15175,15666
"21478","G2200570",1920,0,15172,15172
"21479","G2200590",1920,0.015,5073,4783
"21480","G2200610",1920,-0.006,8376,8586
"21481","G2200630",1920,0.014,5983,5660
"21482","G2200650",1920,0.016,5585,5244
"21483","G2200670",1920,0.002,9694,9617
"21484","G2200690",1920,0.003,19402,19200
"21485","G2200710",1920,-0.012,189026,198193
"21486","G2200730",1920,0.006,15341,14978
"21487","G2200750",1920,0.044,5550,4644
"21488","G2200770",1920,-0.003,12276,12421
"21489","G2200790",1920,0.01,30344,29100
"21490","G2200810",1920,0.012,7840,7461
"21491","G2200830",1920,0.012,10688,10172
"21492","G2200850",1920,0.014,10654,10059
"21493","G2200870",1920,0.011,2539,2429
"21494","G2200890",1920,0.009,4371,4215
"21495","G2200910",1920,0.001,4225,4202
"21496","G2200930",1920,0.004,10699,10529
"21497","G2200950",1920,0.005,6008,5888
"21498","G2200970",1920,-0.002,25760,25937
"21499","G2200990",1920,0.004,11075,10915
"21500","G2201010",1920,-0.005,15213,15541
"21501","G2201030",1920,0.007,10468,10177
"21502","G2201050",1920,0.007,15954,15486
"21503","G2201070",1920,-0.008,5947,6138
"21504","G2201090",1920,0.001,13506,13468
"21505","G2201110",1920,0.005,9906,9715
"21506","G2201130",1920,0.005,13379,13103
"21507","G2201150",1920,0.027,10799,9694
"21508","G2201170",1920,0.024,12651,11513
"21509","G2201190",1920,0.033,13167,11540
"21510","G2201210",1920,0,5546,5546
"21511","G2201230",1920,0.018,4584,4273
"21512","G2201250",1920,0.022,6428,5875
"21513","G2201270",1920,0.009,8202,7917
"21514","G2300010",1920,-0.012,32076,33720
"21515","G2300030",1920,0.02,42520,39208
"21516","G2300050",1920,-0.01,60962,63414
"21517","G2300070",1920,0.036,10625,9200
"21518","G2300090",1920,0.006,15360,15001
"21519","G2300110",1920,0.001,31955,31889
"21520","G2300130",1920,-0.002,13075,13170
"21521","G2300150",1920,0.008,8123,7853
"21522","G2300170",1920,0.025,19804,17896
"21523","G2300190",1920,0.005,44302,43382
"21524","G2300210",1920,0.053,11368,9186
"21525","G2300230",1920,0.029,12189,10832
"21526","G2300250",1920,0.016,19172,17999
"21527","G2300270",1920,0.002,10713,10615
"21528","G2300290",1920,0.004,21005,20704
"21529","G2300310",1920,0.002,35503,35193
"21530","G2400010",1920,0.007,35435,34503
"21531","G2400030",1920,0.085,25380,18028
"21532","G2400050",1920,0.02,38880,35937
"21533","G2400090",1920,0.022,5086,4658
"21534","G2400110",1920,0.006,9446,9206
"21535","G2400130",1920,0,17130,17115
"21536","G2400150",1920,0.011,12059,11553
"21537","G2400170",1920,0.031,9396,8309
"21538","G2400190",1920,0.008,14170,13725
"21539","G2400210",1920,-0.004,26078,26463
"21540","G2400230",1920,0.02,10225,9453
"21541","G2400250",1920,0.034,15642,13649
"21542","G2400270",1920,0.016,8165,7661
"21543","G2400290",1920,0.008,7635,7391
"21544","G2400310",1920,0.001,17488,17433
"21545","G2400330",1920,0.016,22364,20983
"21546","G2400350",1920,0.012,8188,7813
"21547","G2400370",1920,0.024,8436,7676
"21548","G2400390",1920,0.007,12474,12128
"21549","G2400410",1920,0.006,9266,9040
"21550","G2400430",1920,-0.001,29784,29910
"21551","G2400450",1920,-0.003,13993,14172
"21552","G2400470",1920,0.001,11175,11134
"21553","G2405100",1920,-0.007,361560,372266
"21554","G2500010",1920,-0.008,13118,13552
"21555","G2500030",1920,-0.008,55588,57445
"21556","G2500050",1920,-0.011,175407,183598
"21557","G2500070",1920,-0.018,2107,2265
"21558","G2500090",1920,-0.007,237707,244449
"21559","G2500110",1920,0.006,24998,24363
"21560","G2500130",1920,-0.006,148231,152074
"21561","G2500150",1920,-0.014,33845,35754
"21562","G2500170",1920,-0.02,373334,405018
"21563","G2500190",1920,-0.03,1315,1482
"21564","G2500210",1920,-0.024,104331,114750
"21565","G2500230",1920,0.003,78887,78081
"21566","G2500250",1920,-0.006,412927,422595
"21567","G2500270",1920,0.001,228219,226916
"21568","G2600010",1920,0.026,3111,2801
"21569","G2600030",1920,0.065,5644,4339
"21570","G2600050",1920,0.011,19187,18353
"21571","G2600070",1920,0.015,9200,8669
"21572","G2600090",1920,0.019,5991,5552
"21573","G2600110",1920,0.027,4986,4474
"21574","G2600130",1920,0.054,4246,3416
"21575","G2600150",1920,0.005,10804,10579
"21576","G2600170",1920,0.009,35418,34130
"21577","G2600190",1920,0.024,3638,3309
"21578","G2600210",1920,0.006,31674,30979
"21579","G2600230",1920,-0.002,11951,12046
"21580","G2600250",1920,0.009,37110,35808
"21581","G2600270",1920,0.011,10426,9969
"21582","G2600290",1920,0.013,8092,7696
"21583","G2600310",1920,0.027,7368,6623
"21584","G2600330",1920,0.033,13225,11593
"21585","G2600350",1920,0.027,4347,3903
"21586","G2600370",1920,0.011,11817,11293
"21587","G2600390",1920,0.042,2195,1854
"21588","G2600410",1920,0.031,16405,14504
"21589","G2600430",1920,0.027,10248,9208
"21590","G2600450",1920,0.005,14848,14529
"21591","G2600470",1920,0.009,7956,7683
"21592","G2600490",1920,0.052,69339,56329
"21593","G2600510",1920,0.023,4617,4210
"21594","G2600530",1920,0.063,18698,14527
"21595","G2600550",1920,0.005,9858,9660
"21596","G2600570",1920,0.012,17350,16564
"21597","G2600590",1920,0.003,14153,14008
"21598","G2600610",1920,0.018,37293,34637
"21599","G2600630",1920,0.02,17043,15743
"21600","G2600650",1920,0.02,42397,39157
"21601","G2600670",1920,0.013,16966,16121
"21602","G2600690",1920,0.02,4267,3932
"21603","G2600710",1920,0.045,12050,10057
"21604","G2600730",1920,0.017,11692,10918
"21605","G2600750",1920,0.02,37738,34801
"21606","G2600770",1920,-0.003,35426,35799
"21607","G2600790",1920,0.037,2996,2581
"21608","G2600810",1920,-0.002,91177,91864
"21609","G2600830",1920,0.029,3346,2976
"21610","G2600850",1920,0.021,2313,2124
"21611","G2600870",1920,0.012,13194,12588
"21612","G2600890",1920,0.017,4683,4378
"21613","G2600910",1920,-0.007,23566,24201
"21614","G2600930",1920,0.014,9014,8508
"21615","G2600950",1920,0.07,3504,2645
"21616","G2600970",1920,0.045,4372,3654
"21617","G2600990",1920,0.016,19646,18457
"21618","G2601010",1920,0.009,10642,10257
"21619","G2601030",1920,0.033,24409,21377
"21620","G2601050",1920,0.013,10168,9663
"21621","G2601070",1920,0.016,9161,8604
"21622","G2601090",1920,0.022,12419,11359
"21623","G2601110",1920,0.025,9053,8184
"21624","G2601130",1920,0.031,4783,4221
"21625","G2601150",1920,0.02,19302,17813
"21626","G2601170",1920,0.012,15597,14844
"21627","G2601190",1920,0.059,2284,1805
"21628","G2601210",1920,0.026,32776,29586
"21629","G2601230",1920,0.021,9060,8318
"21630","G2601250",1920,0.031,47851,42199
"21631","G2601270",1920,0.011,7974,7627
"21632","G2601290",1920,0.018,4036,3750
"21633","G2601310",1920,0.07,7086,5342
"21634","G2601330",1920,0.022,7943,7278
"21635","G2601350",1920,0.018,924,859
"21636","G2601370",1920,0.046,3301,2742
"21637","G2601390",1920,0.011,24370,23290
"21638","G2601410",1920,0.028,6404,5727
"21639","G2601430",1920,0.059,1135,897
"21640","G2601450",1920,0.01,51117,49169
"21641","G2601470",1920,0.013,29731,28278
"21642","G2601490",1920,0.005,13539,13279
"21643","G2601510",1920,0.02,16234,15003
"21644","G2601530",1920,0.044,5428,4549
"21645","G2601550",1920,0.009,18292,17632
"21646","G2601570",1920,0.013,17108,16212
"21647","G2601590",1920,0.006,15548,15167
"21648","G2601610",1920,-0.006,24452,25068
"21649","G2601630",1920,0.044,640305,537340
"21650","G2601650",1920,0.017,9419,8788
"21651","G2700010",1920,0.047,8231,6812
"21652","G2700030",1920,0.008,7936,7690
"21653","G2700050",1920,0.027,12045,10806
"21654","G2700070",1920,0.057,15079,12000
"21655","G2700090",1920,0.034,7517,6556
"21656","G2700110",1920,0.03,5172,4594
"21657","G2700130",1920,0.008,15979,15498
"21658","G2700150",1920,0.009,11414,11007
"21659","G2700170",1920,0.056,10774,8617
"21660","G2700190",1920,0.018,8774,8172
"21661","G2700210",1920,0.057,8853,7044
"21662","G2700230",1920,0.029,8311,7409
"21663","G2700250",1920,0.031,7668,6777
"21664","G2700270",1920,0.029,11514,10266
"21665","G2700290",1920,0.048,4694,3875
"21666","G2700310",1920,0.077,1062,779
"21667","G2700330",1920,0.016,7524,7046
"21668","G2700350",1920,0.027,12952,11614
"21669","G2700370",1920,0.045,15788,13179
"21670","G2700390",1920,0.018,6504,6048
"21671","G2700410",1920,0.021,9918,9121
"21672","G2700430",1920,0.013,10782,10216
"21673","G2700450",1920,0.017,13088,12242
"21674","G2700470",1920,0.022,12895,11797
"21675","G2700490",1920,0.014,15842,14957
"21676","G2700510",1920,0.027,5163,4625
"21677","G2700530",1920,0,207766,207653
"21678","G2700550",1920,0.015,7220,6793
"21679","G2700570",1920,0.035,5421,4715
"21680","G2700590",1920,0.028,7013,6265
"21681","G2700610",1920,0.074,13694,10182
"21682","G2700630",1920,0.023,8348,7607
"21683","G2700650",1920,0.043,4931,4155
"21684","G2700670",1920,0.035,11805,10255
"21685","G2700690",1920,0.038,5727,4911
"21686","G2700710",1920,0.144,8707,4813
"21687","G2700730",1920,0.031,8260,7294
"21688","G2700750",1920,0.097,4922,3329
"21689","G2700790",1920,0.013,9172,8698
"21690","G2700810",1920,0.038,6062,5206
"21691","G2700830",1920,0.028,9948,8889
"21692","G2700850",1920,0.015,10525,9919
"21693","G2700870",1920,0.034,3312,2885
"21694","G2700890",1920,0.037,10442,9001
"21695","G2700910",1920,0.022,10998,10087
"21696","G2700930",1920,0.022,9455,8648
"21697","G2700950",1920,0.032,7545,6635
"21698","G2700970",1920,0.021,13469,12372
"21699","G2700990",1920,0.027,13690,12303
"21700","G2701010",1920,0.037,7318,6313
"21701","G2701030",1920,0.018,7787,7249
"21702","G2701050",1920,0.025,9404,8513
"21703","G2701070",1920,0.031,7902,6978
"21704","G2701090",1920,-0.008,13791,14223
"21705","G2701110",1920,0.027,26768,24050
"21706","G2701130",1920,0.029,6392,5699
"21707","G2701150",1920,0.039,11379,9738
