"﻿id","name","gender","dates","yearOfBirth","yearOfDeath","placeOfBirth","placeOfDeath","url","lon","lat","born.lon","born.lat","died.lon","died.lat","address"
5711,"Avedon, Richard","Male","1923–2004",1923,2004,"New York, United States","San Antonio, United States","http://www.tate.org.uk/art/artists/richard-avedon-5711",-74.0059,40.7128,-74.0059,40.7128,-98.4936,29.4241,"san antonio, tx, usa"
10764,"Avery, Charles","Male","born 1973",1973,NA,"Oban, United Kingdom","","http://www.tate.org.uk/art/artists/charles-avery-10764",-5.47105,56.4152,-5.47105,56.4152,NA,NA,NA
678,"Avery, Milton","Male","1893–1965",1893,1965,"Altmar, United States","New York, United States","http://www.tate.org.uk/art/artists/milton-avery-678",-76.0021,43.5101,-76.0021,43.5101,-74.0059,40.7128,"new york, ny, usa"
2714,"Aviline, François Antoine","Male","1727–1780",1727,1780,"","","http://www.tate.org.uk/art/artists/francois-antoine-aviline-2714",NA,NA,NA,NA,NA,NA,NA
2479,"Aylesford, Heneage Finch, Fifth Earl of","Male","1786–1859",1786,1859,"","","http://www.tate.org.uk/art/artists/heneage-finch-fifth-earl-of-aylesford-2479",NA,NA,NA,NA,NA,NA,NA
2480,"Aylesford, Heneage Finch, Fourth Earl of","Male","1751–1812",1751,1812,"","","http://www.tate.org.uk/art/artists/heneage-finch-fourth-earl-of-aylesford-2480",NA,NA,NA,NA,NA,NA,NA
679,"Ayot, Pierre","Male","born 1943",1943,NA,"Québec, Canada","Québec, Canada","http://www.tate.org.uk/art/artists/pierre-ayot-679",-73.5491,52.9399,-73.5491,52.9399,-73.5491,52.9399,"québec, canada"
680,"Ayres, OBE Gillian","Female","born 1930",1930,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/gillian-ayres-obe-680",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
681,"Ayrton, Michael","Male","1921–1975",1921,1975,"London, United Kingdom","","http://www.tate.org.uk/art/artists/michael-ayrton-681",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
14743,"Baalbaki, Ayman","Male","born 1975",1975,NA,"Marj ‘Uyun, Al-Lubnan","","http://www.tate.org.uk/art/artists/ayman-baalbaki-14743",NA,NA,NA,NA,NA,NA,NA
13866,"Bäckström, Miriam","Female","born 1967",1967,NA,"Stockholm, Sverige","","http://www.tate.org.uk/art/artists/miriam-backstrom-13866",18.0686,59.3293,18.0686,59.3293,NA,NA,NA
682,"Bacon, Francis","Male","1909–1992",1909,1992,"Dublin, Éire","Madrid, España","http://www.tate.org.uk/art/artists/francis-bacon-682",-6.26031,53.3498,-6.26031,53.3498,-3.70379,40.4168,"madrid, madrid, spain"
18070,"Bacon, John","","1740–1799",1740,1799,"","","http://www.tate.org.uk/art/artists/john-bacon-18070",NA,NA,NA,NA,NA,NA,NA
683,"Bacon, John Henry F.","Male","1868–1915",1868,1915,"London, United Kingdom","","http://www.tate.org.uk/art/artists/john-henry-f-bacon-683",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
2370,"Bacon, Sir Nathaniel","Male","1585–1627",1585,1627,"","","http://www.tate.org.uk/art/artists/sir-nathaniel-bacon-2370",NA,NA,NA,NA,NA,NA,NA
12918,"Baehnisch, Ruth","","1910–1997",1910,1997,"","","http://www.tate.org.uk/art/artists/ruth-baehnisch-12918",NA,NA,NA,NA,NA,NA,NA
684,"Baer, Jo","Female","born 1929",1929,NA,"Seattle, United States","","http://www.tate.org.uk/art/artists/jo-baer-684",-122.332,47.6062,-122.332,47.6062,NA,NA,NA
685,"Baertling, Olle","Male","1911–1981",1911,1981,"Halmstad, Sverige","Stockholm, Sverige","http://www.tate.org.uk/art/artists/olle-baertling-685",12.82,56.6908,12.82,56.6908,18.0686,59.3293,"stockholm, sweden"
16,"Baily, Edward Hodges","Male","1788–1867",1788,1867,"Bristol, United Kingdom","Islington, United Kingdom","http://www.tate.org.uk/art/artists/edward-hodges-baily-16",-2.58791,51.4545,-2.58791,51.4545,-0.105806,51.5465,"london borough of islington, greater london, uk"
686,"Baj, Enrico","Male","1924–2003",1924,2003,"Milano, Italia","","http://www.tate.org.uk/art/artists/enrico-baj-686",9.18592,45.4654,9.18592,45.4654,NA,NA,NA
13678,"Bakhshi Moakhar, Mahmoud","Male","born 1977",1977,NA,"Tehran, Îran","","http://www.tate.org.uk/art/artists/mahmoud-bakhshi-moakhar-13678",51.4231,35.6961,51.4231,35.6961,NA,NA,NA
687,"Baldessari, John","Male","born 1931",1931,NA,"National City, United States","","http://www.tate.org.uk/art/artists/john-baldessari-687",-117.099,32.6781,-117.099,32.6781,NA,NA,NA
2360,"Balka, Miroslaw","Male","born 1958",1958,NA,"Warszawa, Polska","","http://www.tate.org.uk/art/artists/miroslaw-balka-2360",21.0122,52.2297,21.0122,52.2297,NA,NA,NA
688,"Balla, Giacomo","Male","1871–1958",1871,1958,"Torino, Italia","Roma, Italia","http://www.tate.org.uk/art/artists/giacomo-balla-688",7.68686,45.0703,7.68686,45.0703,12.4964,41.9028,"rome, italy"
12038,"Ballen, Roger","Male","born 1950",1950,NA,"New York, United States","","http://www.tate.org.uk/art/artists/roger-ballen-12038",-74.0059,40.7128,-74.0059,40.7128,NA,NA,NA
5373,"Baltz, Lewis","Male","born 1945",1945,NA,"Newport Beach, United States","","http://www.tate.org.uk/art/artists/lewis-baltz-5373",-117.929,33.6189,-117.929,33.6189,NA,NA,NA
690,"Banc, Jef","Male","born 1930",1930,NA,"Paris, France","","http://www.tate.org.uk/art/artists/jef-banc-690",2.35222,48.8566,2.35222,48.8566,NA,NA,NA
2687,"Banner, Fiona","Female","born 1966",1966,NA,"England, United Kingdom","","http://www.tate.org.uk/art/artists/fiona-banner-2687",-1.17432,52.3555,-1.17432,52.3555,NA,NA,NA
691,"Banting, John","Male","1902–1971",1902,1971,"Chelsea, United Kingdom","Hastings, United Kingdom","http://www.tate.org.uk/art/artists/john-banting-691",-0.174936,51.4851,-0.174936,51.4851,0.573453,50.8543,"hastings, east sussex, uk"
692,"Baran, Stefan","Male","born 1922",1922,NA,"Dormans, France","","http://www.tate.org.uk/art/artists/stefan-baran-692",3.63848,49.0746,3.63848,49.0746,NA,NA,NA
4731,"Barclay, Claire","Female","born 1968",1968,NA,"Paisley, United Kingdom","","http://www.tate.org.uk/art/artists/claire-barclay-4731",-4.44011,55.8473,-4.44011,55.8473,NA,NA,NA
18,"Barenger, James","Male","1780–1831",1780,1831,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/james-barenger-18",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
12686,"Barham, Anna","Female","born 1974",1974,NA,"Sutton Coldfield, United Kingdom","","http://www.tate.org.uk/art/artists/anna-barham-12686",-1.82404,52.5704,-1.82404,52.5704,NA,NA,NA
693,"Barker, Clive","Male","born 1940",1940,NA,"Luton, United Kingdom","","http://www.tate.org.uk/art/artists/clive-barker-693",-0.420025,51.8787,-0.420025,51.8787,NA,NA,NA
694,"Barker, Margaret","Female","born 1907",1907,NA,"Sydenham, United Kingdom","","http://www.tate.org.uk/art/artists/margaret-barker-694",-0.939737,51.7123,-0.939737,51.7123,NA,NA,NA
19,"Barker, Thomas, of Bath","Male","1769–1847",1769,1847,"Pontypool, United Kingdom","Bath, United Kingdom","http://www.tate.org.uk/art/artists/thomas-barker-of-bath-19",-3.04527,51.7004,-3.04527,51.7004,-2.3599,51.3758,"bath, bath, bath and north east somerset, uk"
695,"Barlach, Ernst","Male","1870–1938",1870,1938,"Wedel, Deutschland","Rostock, Deutschland","http://www.tate.org.uk/art/artists/ernst-barlach-695",9.71375,53.5824,9.71375,53.5824,12.0991,54.0924,"rostock, germany"
20,"Barlow, Francis","Male","?1626–1704",1626,1704,"","London, United Kingdom","http://www.tate.org.uk/art/artists/francis-barlow-20",NA,NA,NA,NA,-0.127758,51.5074,"london, uk"
10908,"Barlow, Phyllida","Female","born 1944",1944,NA,"Newcastle upon Tyne, United Kingdom","","http://www.tate.org.uk/art/artists/phyllida-barlow-10908",-1.61778,54.9783,-1.61778,54.9783,NA,NA,NA
2476,"Barnard, Rev. William Henry","Male","1767 or 9–1818",1767,1818,"","","http://www.tate.org.uk/art/artists/rev-william-henry-barnard-2476",NA,NA,NA,NA,NA,NA,NA
2362,"Barney, Matthew","Male","born 1967",1967,NA,"San Francisco, United States","","http://www.tate.org.uk/art/artists/matthew-barney-2362",-122.419,37.7749,-122.419,37.7749,NA,NA,NA
696,"Barni, Roberto","Male","born 1939",1939,NA,"Pistoia, Italia","","http://www.tate.org.uk/art/artists/roberto-barni-696",10.9079,43.9303,10.9079,43.9303,NA,NA,NA
697,"Barns-Graham, Wilhelmina","Female","1912–2004",1912,2004,"Saint Andrews, United Kingdom","","http://www.tate.org.uk/art/artists/wilhelmina-barns-graham-697",-2.80634,56.3351,-2.80634,56.3351,NA,NA,NA
14953,"Barrada, Yto","Female","born 1971",1971,NA,"Paris, France","","http://www.tate.org.uk/art/artists/yto-barrada-14953",2.35222,48.8566,2.35222,48.8566,NA,NA,NA
22,"Barret, George, Junior","Male","1767–1842",1767,1842,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/george-barret-junior-22",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
21,"Barret, George, Senior","Male","1728 or 32–1784",1728,1784,"Dublin, Éire","London, United Kingdom","http://www.tate.org.uk/art/artists/george-barret-senior-21",-6.26031,53.3498,-6.26031,53.3498,-0.127758,51.5074,"london, uk"
10168,"Barriball, Anna","Female","born 1972",1972,NA,"Plymouth, United Kingdom","","http://www.tate.org.uk/art/artists/anna-barriball-10168",-4.14266,50.3755,-4.14266,50.3755,NA,NA,NA
23,"Barron, Hugh","Male","1747–1791",1747,1791,"","","http://www.tate.org.uk/art/artists/hugh-barron-23",NA,NA,NA,NA,NA,NA,NA
14311,"Barros, Geraldo de","Male","1923–1998",1923,1998,"","","http://www.tate.org.uk/art/artists/geraldo-de-barros-14311",NA,NA,NA,NA,NA,NA,NA
2477,"Barrow, Joseph Charles","Male","active 1789–1802",1789,1802,"","","http://www.tate.org.uk/art/artists/joseph-charles-barrow-2477",NA,NA,NA,NA,NA,NA,NA
24,"Barry, James","Male","1741–1806",1741,1806,"Cork, Éire","London, United Kingdom","http://www.tate.org.uk/art/artists/james-barry-24",-8.48632,51.8969,-8.48632,51.8969,-0.127758,51.5074,"london, uk"
6882,"Bartana, Yael","Female","born 1970",1970,NA,"‘Afula, Yisra'el","","http://www.tate.org.uk/art/artists/yael-bartana-6882",35.2879,32.6105,35.2879,32.6105,NA,NA,NA
2678,"Barth, Uta","Female","born 1958",1958,NA,"Berlin, Deutschland","","http://www.tate.org.uk/art/artists/uta-barth-2678",13.405,52.52,13.405,52.52,NA,NA,NA
698,"Bartlett, Jennifer","Female","born 1941",1941,NA,"Long Beach, United States","","http://www.tate.org.uk/art/artists/jennifer-bartlett-698",-118.194,33.7701,-118.194,33.7701,NA,NA,NA
2478,"Bartolozzi, Francesco","Male","1727–1815",1727,1815,"Firenze, Italia","Lisboa, Portugal","http://www.tate.org.uk/art/artists/francesco-bartolozzi-2478",11.2558,43.7696,11.2558,43.7696,-9.13934,38.7223,"lisbon, portugal"
6217,"Basbaum, Ricardo","Male","born 1961",1961,NA,"São Paulo, Brasil","","http://www.tate.org.uk/art/artists/ricardo-basbaum-6217",-46.6333,-23.5505,-46.6333,-23.5505,NA,NA,NA
699,"Baselitz, Georg","Male","born 1938",1938,NA,"Sachsen, Deutschland","","http://www.tate.org.uk/art/artists/georg-baselitz-699",13.2017,51.1045,13.2017,51.1045,NA,NA,NA
700,"Baskin, Leonard","Male","1922–2000",1922,2000,"New Brunswick, United States","Northampton, United States","http://www.tate.org.uk/art/artists/leonard-baskin-700",-74.4518,40.4862,-74.4518,40.4862,-72.6412,42.3251,"northampton, ma, usa"
4915,"Batchelor, David","Male","born 1955",1955,NA,"Dundee, United Kingdom","","http://www.tate.org.uk/art/artists/david-batchelor-4915",-2.97072,56.462,-2.97072,56.462,NA,NA,NA
25,"Bateman, James","Male","1815–1849",1815,1849,"","","http://www.tate.org.uk/art/artists/james-bateman-25",NA,NA,NA,NA,NA,NA,NA
701,"Bateman, James","Male","1893–1959",1893,1959,"Kendal, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/james-bateman-701",-2.74629,54.328,-2.74629,54.328,-0.127758,51.5074,"london, uk"
26,"Bates, Harry","Male","1850–1899",1850,1899,"Stevenage, United Kingdom","Saint John's Wood, United Kingdom","http://www.tate.org.uk/art/artists/harry-bates-26",-0.196612,51.9038,-0.196612,51.9038,-0.177004,51.5318,"saint john's wood, london nw8, uk"
702,"Bates, Maxwell","Male","1906–1980",1906,1980,"Calgary, Canada","Victoria, Canada","http://www.tate.org.uk/art/artists/maxwell-bates-702",-114.071,51.0486,-114.071,51.0486,-123.366,48.4284,"victoria, bc, canada"
8807,"Batterham, Richard","Male","born 1936",1936,NA,"United Kingdom","","http://www.tate.org.uk/art/artists/richard-batterham-8807",-3.43597,55.3781,-3.43597,55.3781,NA,NA,NA
703,"Bauchant, André","Male","1873–1958",1873,1958,"Château-Renault, France","Montoire-sur-le-Loir, France","http://www.tate.org.uk/art/artists/andre-bauchant-703",0.90921,47.5919,0.90921,47.5919,0.862388,47.7524,"montoire-sur-le-loir, france"
704,"Bauer, Marius","Male","1867–1932",1867,1932,"s Gravenhage, Nederland","Amsterdam, Nederland","http://www.tate.org.uk/art/artists/marius-bauer-704",4.3007,52.0705,4.3007,52.0705,4.89517,52.3702,"amsterdam, netherlands"
705,"Baumeister, Willi","Male","1889–1955",1889,1955,"Stuttgart, Deutschland","Stuttgart, Deutschland","http://www.tate.org.uk/art/artists/willi-baumeister-705",9.18293,48.7758,9.18293,48.7758,9.18293,48.7758,"stuttgart, germany"
706,"Baumgarten, Lothar","Male","born 1944",1944,NA,"Rheinsberg, Deutschland","","http://www.tate.org.uk/art/artists/lothar-baumgarten-706",12.8975,53.0984,12.8975,53.0984,NA,NA,NA
707,"Bawden, Edward","Male","1903–1989",1903,1989,"Braintree","Essex, United Kingdom","http://www.tate.org.uk/art/artists/edward-bawden-707",0.550927,51.8801,0.550927,51.8801,0.475776,51.7668,"essex, uk"
708,"Bawden, Richard","Male","born 1936",1936,NA,"Essex, United Kingdom","","http://www.tate.org.uk/art/artists/richard-bawden-708",0.475776,51.7668,0.475776,51.7668,NA,NA,NA
709,"Baxter, Glen","Male","born 1944",1944,NA,"Leeds, United Kingdom","","http://www.tate.org.uk/art/artists/glen-baxter-709",-1.54908,53.8008,-1.54908,53.8008,NA,NA,NA
710,"Baxter, Iain","Male","born 1936",1936,NA,"England, United Kingdom","","http://www.tate.org.uk/art/artists/iain-baxter-710",-1.17432,52.3555,-1.17432,52.3555,NA,NA,NA
2413,"Baxter, Thomas Tennant","Male","1894–1947",1894,1947,"","","http://www.tate.org.uk/art/artists/thomas-tennant-baxter-2413",NA,NA,NA,NA,NA,NA,NA
711,"Bayer, Herbert","Male","1900–1985",1900,1985,"Haag am Hausruck, Österreich","Santa Barbara, United States","http://www.tate.org.uk/art/artists/herbert-bayer-711",13.6413,48.1851,13.6413,48.1851,-119.698,34.4208,"santa barbara, ca, usa"
712,"Bayes, Gilbert","Male","1872–1953",1872,1953,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/gilbert-bayes-712",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
713,"Bayes, Walter","Male","1869–1956",1869,1956,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/walter-bayes-713",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
6275,"Baynard, Ed","Male","born 1940",1940,NA,"Washington, United States","","http://www.tate.org.uk/art/artists/ed-baynard-6275",-77.0369,38.9072,-77.0369,38.9072,NA,NA,NA
714,"Baziotes, William","Male","1912–1963",1912,1963,"Pittsburgh, United States","New York, United States","http://www.tate.org.uk/art/artists/william-baziotes-714",-79.9959,40.4406,-79.9959,40.4406,-74.0059,40.7128,"new york, ny, usa"
27,"Beach, Thomas","Male","1738–1806",1738,1806,"Dorset, United Kingdom","Dorchester","http://www.tate.org.uk/art/artists/thomas-beach-27",-2.33823,50.7391,-2.33823,50.7391,-2.44118,50.7112,"dorchester, dorchester, dorset, uk"
2306,"Beale, Mary","Female","1633–1699",1633,1699,"Barrow, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/mary-beale-2306",-0.341995,51.5806,-0.341995,51.5806,-0.127758,51.5074,"london, uk"
715,"Beament, Tib","Male","born 1941",1941,NA,"Canada","","http://www.tate.org.uk/art/artists/tib-beament-715",-106.347,56.1304,-106.347,56.1304,NA,NA,NA
2705,"Beard, John","Male","born 1943",1943,NA,"Aberdare, United Kingdom","","http://www.tate.org.uk/art/artists/john-beard-2705",-3.45182,51.7162,-3.45182,51.7162,NA,NA,NA
716,"Beardsley, Aubrey","Male","1872–1898",1872,1898,"Brighton, United Kingdom","Menton, France","http://www.tate.org.uk/art/artists/aubrey-beardsley-716",-0.137163,50.8225,-0.137163,50.8225,7.49754,43.7745,"menton, france"
28,"Beare, George","Male","active 1743–1749",1743,1749,"","Andover, United Kingdom","http://www.tate.org.uk/art/artists/george-beare-28",NA,NA,NA,NA,-1.49192,51.2112,"andover, andover, hampshire, uk"
717,"Beattie, Basil","Male","born 1935",1935,NA,"Hartlepool, United Kingdom","","http://www.tate.org.uk/art/artists/basil-beattie-717",-1.21293,54.6917,-1.21293,54.6917,NA,NA,NA
29,"Beaumont, Sir George Howland, Bt","Male","1753–1827",1753,1827,"Great Dunmow, United Kingdom","Leicestershire, United Kingdom","http://www.tate.org.uk/art/artists/sir-george-howland-beaumont-bt-29",0.35792,51.8731,0.35792,51.8731,-1.14059,52.7401,"leicestershire, uk"
10983,"Beban, Breda","Female","1952–2012",1952,2012,"Novi Sad, Jugoslavija","","http://www.tate.org.uk/art/artists/breda-beban-10983",19.8335,45.2671,19.8335,45.2671,NA,NA,NA
718,"Becher, Prof. Bernd","","1931–2007, born 1934",1931,NA,"","","http://www.tate.org.uk/art/artists/bernd-becher-and-hilla-becher-718",NA,NA,NA,NA,NA,NA,NA
2557,"Becker, Ferdinand","Male","active 1793–1825",1793,1825,"","","http://www.tate.org.uk/art/artists/ferdinand-becker-2557",NA,NA,NA,NA,NA,NA,NA
719,"Becker, Harald","Male","born 1940",1940,NA,"Deutschland","","http://www.tate.org.uk/art/artists/harald-becker-719",10.4515,51.1657,10.4515,51.1657,NA,NA,NA
6303,"Beckley, Bill","Male","born 1946",1946,NA,"Hamburg, United States","","http://www.tate.org.uk/art/artists/bill-beckley-6303",-78.8295,42.7159,-78.8295,42.7159,NA,NA,NA
720,"Beckmann, Max","Male","1884–1950",1884,1950,"Leipzig, Deutschland","New York, United States","http://www.tate.org.uk/art/artists/max-beckmann-720",12.3731,51.3397,12.3731,51.3397,-74.0059,40.7128,"new york, ny, usa"
9118,"Bedia, Jose","Male","born 1959",1959,NA,"","","http://www.tate.org.uk/art/artists/jose-bedia-9118",NA,NA,NA,NA,NA,NA,NA
30,"Beechey, Sir William","Male","1753–1839",1753,1839,"Burford, United Kingdom","Hampstead, United Kingdom","http://www.tate.org.uk/art/artists/sir-william-beechey-30",-1.63679,51.8071,-1.63679,51.8071,-0.176203,51.5557,"hampstead, london nw3, uk"
721,"Beer, Richard","Male","born 1928",1928,NA,"London, United Kingdom","","http://www.tate.org.uk/art/artists/richard-beer-721",-0.127758,51.5074,-0.127758,51.5074,NA,NA,NA
722,"Beerbohm, Sir Max","Male","1872–1956",1872,1956,"London, United Kingdom","Rapallo, Italia","http://www.tate.org.uk/art/artists/sir-max-beerbohm-722",-0.127758,51.5074,-0.127758,51.5074,9.23389,44.3498,"rapallo ge, italy"
723,"Beeton, Alan","Male","1880–1942",1880,1942,"Hampstead, United Kingdom","Reading, United Kingdom","http://www.tate.org.uk/art/artists/alan-beeton-723",-0.176203,51.5557,-0.176203,51.5557,-0.97813,51.4543,"reading, reading, reading, uk"
724,"Beggs, Guy","Male","born 1947",1947,NA,"Durban, South Africa","","http://www.tate.org.uk/art/artists/guy-beggs-724",31.0218,-29.8587,31.0218,-29.8587,NA,NA,NA
31,"Behnes, William","Male","1795–1864",1795,1864,"London, United Kingdom","London, United Kingdom","http://www.tate.org.uk/art/artists/william-behnes-31",-0.127758,51.5074,-0.127758,51.5074,-0.127758,51.5074,"london, uk"
725,"Belcher, George","Male","1875–1947",1875,1947,"Greater London, United Kingdom","Chiddingfold, United Kingdom","http://www.tate.org.uk/art/artists/george-belcher-725",-0.0936496,51.4309,-0.0936496,51.4309,-0.628183,51.1113,"chiddingfold, surrey, uk"
