country,gdp1800,gdp1801,gdp1802,gdp1803,gdp1804,gdp1805,gdp1806,gdp1807,gdp1808,gdp1809,gdp1810,gdp1811,gdp1812,gdp1813,gdp1814,gdp1815,gdp1816,gdp1817,gdp1818,gdp1819,gdp1820,gdp1821,gdp1822,gdp1823,gdp1824,gdp1825,gdp1826,gdp1827,gdp1828,gdp1829,gdp1830,gdp1831,gdp1832,gdp1833,gdp1834,gdp1835,gdp1836,gdp1837,gdp1838,gdp1839,gdp1840,gdp1841,gdp1842,gdp1843,gdp1844,gdp1845,gdp1846,gdp1847,gdp1848,gdp1849,gdp1850,gdp1851,gdp1852,gdp1853,gdp1854,gdp1855,gdp1856,gdp1857,gdp1858,gdp1859,gdp1860,gdp1861,gdp1862,gdp1863,gdp1864,gdp1865,gdp1866,gdp1867,gdp1868,gdp1869,gdp1870,gdp1871,gdp1872,gdp1873,gdp1874,gdp1875,gdp1876,gdp1877,gdp1878,gdp1879,gdp1880,gdp1881,gdp1882,gdp1883,gdp1884,gdp1885,gdp1886,gdp1887,gdp1888,gdp1889,gdp1890,gdp1891,gdp1892,gdp1893,gdp1894,gdp1895,gdp1896,gdp1897,gdp1898,gdp1899,gdp1900,gdp1901,gdp1902,gdp1903,gdp1904,gdp1905,gdp1906,gdp1907,gdp1908,gdp1909,gdp1910,gdp1911,gdp1912,gdp1913,gdp1914,gdp1915,gdp1916,gdp1917,gdp1918,gdp1919,gdp1920,gdp1921,gdp1922,gdp1923,gdp1924,gdp1925,gdp1926,gdp1927,gdp1928,gdp1929,gdp1930,gdp1931,gdp1932,gdp1933,gdp1934,gdp1935,gdp1936,gdp1937,gdp1938,gdp1939,gdp1940,gdp1941,gdp1942,gdp1943,gdp1944,gdp1945,gdp1946,gdp1947,gdp1948,gdp1949,gdp1950,gdp1951,gdp1952,gdp1953,gdp1954,gdp1955,gdp1956,gdp1957,gdp1958,gdp1959,gdp1960,gdp1961,gdp1962,gdp1963,gdp1964,gdp1965,gdp1966,gdp1967,gdp1968,gdp1969,gdp1970,gdp1971,gdp1972,gdp1973,gdp1974,gdp1975,gdp1976,gdp1977,gdp1978,gdp1979,gdp1980,gdp1981,gdp1982,gdp1983,gdp1984,gdp1985,gdp1986,gdp1987,gdp1988,gdp1989,gdp1990,gdp1991,gdp1992,gdp1993,gdp1994,gdp1995,gdp1996,gdp1997,gdp1998,gdp1999,gdp2000,gdp2001,gdp2002,gdp2003,gdp2004,gdp2005,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013
Argenti,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,948.546,961.946,975.535,989.316,1003.29,1017.47,1031.84,1046.42,1061.2,1076.19,1091.39,1106.81,1122.45,1138.3,1154.38,1170.69,1187.23,1204,1221.01,1238.26,1255.75,1273.49,1291.48,1309.73,1328.23,1346.99,1366.02,1385.32,1404.89,1424.74,1444.87,1465.28,1485.98,1506.97,1528.26,1549.85,1571.74,1593.95,1616.46,1639.3,1662.46,1685.94,1709.76,1733.91,1758.41,1783.25,1808.44,1833.99,1859.9,1886.17,1912.82,1939.84,1967.24,1995.03,2023.22,2051.8,2032.27,2178.72,2001.94,2027.47,1925.74,1896.92,2329.89,2539.61,2640.57,3014.69,2933.25,3041.6,3435.21,3661.69,3246,2971.27,3456.62,3554.77,3988.28,4297.93,4621.23,3610.15,3807.37,4365.22,3721.44,3930.5,3739.86,4168.98,4495.61,4964.99,4984.42,4858.26,5108.69,5123.73,5258.84,5143.08,5357.68,5199.28,4453.1,4298.55,4100.46,3697.45,4311.3,4395.39,4639.35,4616.69,4845.2,5231.52,5480.19,5290.3,5400.35,5635.17,5829.52,5938.22,5529.61,5042.56,4781.24,4916.76,5212.95,5342.35,5303,5604.08,5533.33,5658.37,5661.32,5868.97,5842.18,5711.36,6265.63,5966.78,6361.06,6920.87,7139.34,6880.98,6804.67,6923.58,6432.98,6646.58,6793.5,7146.4,7215.13,7461.97,7789.53,7155.73,7601.16,8017.44,7762.66,7457.27,8110.6,8730.42,8658.08,8763.62,9015.48,9653.74,10025.3,10238.5,10276.4,10483.6,10871.4,10628.3,10460.2,10968.5,10450.1,11018.4,11020.2,10253.4,9791.96,10053.9,10122.4,9277.98,9823.47,9946.24,9626.21,8823.22,8539.07,9332.69,10129.9,10601.8,11107.7,10673.3,11149.5,11935.1,12267.6,11721.6,11504.3,10874.6,9574.03,10318.1,11135.1,12039.3,12912.7,13873.4,14645.6,14605.2,15765.1,16971.7,17100.9,17628.6
Armenia,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,540.718,542.722,544.734,546.753,548.78,550.814,552.856,554.906,556.963,559.027,561.099,563.179,565.267,567.362,569.466,571.576,573.695,575.822,577.956,580.099,582.249,584.407,586.574,588.748,590.931,593.121,595.32,597.526,599.741,601.965,604.196,606.436,608.684,610.94,613.205,615.478,617.759,620.049,622.348,624.655,626.97,629.294,631.627,633.968,636.318,638.677,641.044,643.421,645.806,648.2,650.603,653.014,655.435,657.865,660.303,662.751,665.208,667.673,670.148,672.632,675.126,677.628,680.14,682.662,685.192,687.732,659.69,769.645,738.712,685.35,681,622.384,679.82,768.674,872.001,805.119,884.757,868,889.089,941.334,919.046,939.866,1019.03,946.592,1044.46,922.402,879.613,843.331,918.919,951.916,1013.46,934.233,1007.14,1055.66,1005.81,1032.85,1000.26,833.489,694.521,578.723,549.402,521.566,565.65,613.461,665.312,721.547,782.534,848.677,920.41,998.206,1040.93,1048.01,1029.52,1065.85,1161.06,1324.56,1411.48,1525.16,1517.46,1575.38,1506.39,1474.81,1443.89,1413.62,1383.99,1354.97,1326.56,1470.63,1657.79,1806.6,1952.47,1923.69,2008.84,2056.18,2115.28,2250.97,2417.8,2418.78,2549.23,2470.79,2650.86,2753.32,2781.8,2677.64,2982.48,3113.34,3227.6,3334.6,3495.14,3510.86,3745.83,3807.8,3791.44,4071.19,4114.69,4053.02,4168.69,4193.02,4224.87,4134.38,4071.13,4040.36,4070.83,4130.1,4108.78,4073.97,4168.72,4151.33,4170.14,4175.78,4014.01,3481.79,2061.88,1965.84,2141.9,2332.48,2474.41,2559.74,2755.48,2847.83,3020.87,3327.24,3847.16,4399.59,4878.29,5577.18,6306.2,7161.24,7640.55,6494.47,6571.63,6812.35,7283.8,7501.13
Aruba,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,876.545,882.337,888.168,894.036,899.944,905.891,911.877,917.902,923.968,930.073,936.219,942.405,948.632,954.901,961.211,967.562,973.956,980.391,986.87,993.391,999.955,1006.56,1013.21,1019.91,1026.65,1033.43,1040.26,1047.13,1054.05,1061.02,1068.03,1075.09,1082.19,1089.34,1096.54,1103.79,1111.08,1118.42,1125.81,1133.25,1140.74,1148.28,1155.86,1163.5,1171.19,1178.93,1186.72,1194.56,1202.45,1210.4,1218.4,1226.45,1234.55,1242.71,1250.92,1259.19,1267.51,1275.88,1284.32,1292.8,1301.34,1309.94,1318.6,1327.31,1336.08,1344.91,1353.8,1362.74,1371.75,1380.81,1389.94,1399.12,1408.37,1417.67,1427.04,1436.47,1445.96,1455.52,1465.14,1474.82,1484.56,1494.37,1504.25,1514.19,1524.19,1534.26,1544.4,1554.61,1564.88,1575.22,1585.63,1596.11,1606.65,1617.27,1656.91,1697.51,1739.12,1781.74,1825.41,1870.15,1915.98,1962.94,2011.05,2060.34,2110.83,2162.56,2215.57,2269.87,2325.5,2382.49,2440.88,2500.7,2561.99,2624.78,2689.11,2755.02,2822.54,2891.72,2962.59,3035.2,3109.58,3185.8,3263.87,3343.87,3425.82,3509.78,3595.8,3683.93,3774.22,3866.72,3961.48,4058.57,4158.04,4259.95,4364.35,4471.32,4580.9,4693.17,4808.2,4926.04,5046.77,5170.46,5297.18,5427,5560.01,5696.28,5835.88,5978.91,6125.45,6275.57,6429.38,6952.59,7519.12,8134.58,8807.15,9544.3,10356.2,11249.3,12217.4,13245.5,14322.9,15425,16553.4,17767.9,19163.6,20824.7,22857.4,26903.2,32349.6,36296.3,37014.4,38309.6,38237.6,38476.6,39318.2,38601.9,38003,40312.5,42565.4,42564.1,43703.5,42445.5,40288.4,39245.6,41056.8,40737.1,40209.3,40558.4,38594.4,35572.5,33287.9,36016.5,35419.1,36083.4
Australia,794.37,796.083,797.799,799.519,801.243,802.97,804.701,806.436,808.175,809.917,811.664,813.414,815.167,816.925,818.686,820.451,822.22,823.993,825.769,827.55,829.334,836.85,861.404,890.605,940.43,985.688,1004.35,1034.88,1060.88,1119.82,1358.54,1404,1435.34,1440.57,1515.2,1833.71,1801.83,1888.75,1865.25,1740.2,2199.66,1876.34,1711.33,1984.47,2255.55,2320.68,2565,2967.37,3395.73,3355.17,3162.59,3753.62,4402.01,4819.54,4220.37,4005.3,4887.62,4313.11,3678.09,4748.34,4634.38,4564.32,4386.34,4371.83,4636.35,4422.15,4552.66,4977.44,5053.96,4953.47,5240.92,5281.38,5689.54,6122.17,6140.05,6625.86,6416.19,6462.35,6848.72,6732.77,6861.52,7132.81,6504.81,7165.55,6890.67,7080.67,6932.05,7416.08,7211.14,7600.39,7137.37,7471.66,6397.23,5936.81,6029.16,5583.63,5900.09,5475.85,6230.47,6147.76,6425.97,6146.36,6120.52,6526.63,6876.47,6856.04,7216.96,7391.56,7514.34,7974.64,8341.67,8171.87,8163.38,8256.79,8048.55,7840.15,7810.86,7671.25,7367.73,7550.31,7630.38,7862.92,8107.68,8313.18,8674.07,8891.28,8922.46,8876.4,8729.07,8426.77,7538.66,6970.74,7307.23,7753.38,8101.56,8514.21,8831.65,9199.6,9424.84,9359.57,9872.86,10868.9,12017.3,12333.3,11787.6,11074.9,10559.4,10670.6,11155.9,11587.1,11867,12020.3,11877,12017,12473.8,12853,12982.6,12953.6,13298.2,13815.4,14075.5,13854.9,14453.2,15050.6,15769.5,16254.6,16397.7,17184.6,17850,18510.8,19251.4,19677.3,19861.2,20619.6,20791,21086.8,21709.6,21689.7,22045.6,22927.6,23075.4,23473.3,23041.6,22731.1,24009.6,24891.3,25043.1,25894.9,26627.6,27367.9,27389.1,27083.8,27711.9,28455.2,29315.4,30189.1,30937.2,31939,33324.6,34287.7,34593.2,35541.7,36304.1,37423.8,37973.1,38800.6,39281.1,40455.4,40748.2,40682.9,41269.3,41706,42448.2,42943.3
Austria,1732.18,1738.9,1745.65,1752.42,1759.22,1766.05,1772.9,1779.78,1786.68,1793.61,1800.57,1807.56,1814.57,1821.61,1828.68,1835.77,1842.89,1850.04,1857.22,1864.43,1871.66,1901.8,1932.44,1963.56,1995.19,2027.32,2059.98,2093.16,2126.87,2161.13,2195.93,2218.31,2240.92,2263.76,2286.83,2310.13,2333.67,2357.45,2381.48,2405.75,2430.26,2456.56,2483.13,2510,2537.15,2564.6,2592.35,2620.39,2648.74,2677.4,2706.36,2732.46,2758.8,2785.4,2812.25,2839.36,2866.74,2894.37,2922.28,2950.45,2978.9,2999.35,3019.95,3040.68,3061.56,3082.58,3103.75,3125.06,3146.52,3168.13,3189.88,3396.77,3399.38,3297.66,3422.13,3416.28,3470.31,3565.36,3660,3611.43,3638.35,3762.6,3761.63,3891.04,3969.57,3919.44,4020.94,4272.63,4236.9,4171.25,4370.17,4492.22,4554.04,4545.89,4771.36,4859.81,4894.34,4957.9,5196.41,5264.22,5267.49,5246.06,5406.99,5410.6,5449.94,5709.26,5881.76,6195.02,6174.11,6106.11,6146.26,6286.06,6547.35,6473.38,5371.54,4955.67,4908.22,4831.09,4772.27,4219.7,4506.08,4950.33,5375.02,5309.13,5907.92,6289.29,6375.43,6547.99,6831.61,6908.68,6697.95,6141.25,5491.14,5292.23,5326.63,5429.51,5593.97,5894.76,6648.97,7650.96,7395.63,7877.82,7439.75,7592.59,7110.07,3221.46,3654.62,4046.86,5163.95,6151.55,6922.78,7395.91,7410.58,7727.81,8508.08,9439.41,10080.8,10677.5,11033.4,11303.3,12176.3,12752.5,12981.6,13423.5,14134.7,14447,15153.5,15497.9,16102.8,17056.5,18207.8,19053.4,20119.1,20985.7,21776.2,21754.9,22790.9,23847.6,23780.2,25120.3,25701.5,25624.4,26078.7,26887.2,26972.1,27556.8,28170.2,28603.3,29428.4,30559.5,31558.3,32294.1,32653.5,32460.3,33162.4,33712.3,34537.6,35133.6,36355.7,37480.7,38650.6,38877.5,39144.6,39535.3,40398.1,41185.8,42476.8,43875.9,44316,42504.6,43248.6,44239.9,44388.5,44446.5
Azerbaijan,815.48,815.563,815.646,815.73,815.813,815.896,815.98,816.063,816.147,816.23,816.314,816.397,816.48,816.564,816.647,816.731,816.814,816.898,816.981,817.065,817.148,821.55,825.976,830.426,834.899,839.397,843.919,848.465,853.036,857.632,862.252,866.897,871.567,876.262,880.983,885.729,890.5,895.298,900.121,904.97,909.845,914.746,919.674,924.629,929.61,934.618,939.653,944.715,949.804,954.921,960.065,965.237,970.437,975.665,980.921,986.205,991.518,996.86,1002.23,1007.63,1013.06,1018.51,1024,1029.52,1035.06,1040.64,1046.25,1051.88,1057.55,1063.25,1068.97,1074.73,1080.52,1086.34,1092.2,1098.08,1104,1109.94,1115.92,1121.93,1127.98,1134.05,1140.16,1146.31,1152.48,1158.69,1112.89,1300.08,1249.46,1160.71,1154.85,1056.82,1155.86,1308.63,1486.48,1374.26,1512.16,1485.45,1523.53,1615.16,1578.97,1616.85,1755.31,1632.67,1803.82,1595.1,1523.09,1462.17,1595.3,1654.74,1764.02,1628.24,1757.59,1844.67,1759.86,1809.52,1607.28,1409.95,862.33,742.741,745.048,681.318,790.127,909.215,1150.79,1436.76,1611.67,1677.3,1762.2,1781.02,1859.68,1874.76,1844.1,1911.66,2085.13,2381.86,2541.48,2749.75,2739.43,2847.71,2726.55,2672.87,2620.25,2568.66,2518.09,2468.51,2419.91,2686.22,3032.01,3308.49,3580.3,3532.12,3693.28,3785.24,3899.12,4154.64,4468.38,4476.03,4723.58,4584.2,4924.71,5115.06,5167.97,4974.46,5540.79,5783.89,5996.16,6194.95,6493.2,6522.41,6958.93,7074.06,7043.66,7563.38,7670.85,7582.26,7825.85,7899,7986.77,7842.97,7749.93,7718.2,7803.53,7944.77,7931.34,7891.6,8103.3,8097.66,8162.73,8202.3,7912.05,7740.03,5905.71,4490.86,3570.09,3125.15,3150.11,3321.18,3644.35,3906.38,4329.32,4743.89,5228.3,5789.92,6426.22,7943.68,10552.2,13018.3,14237.3,15356.5,15937.9,15754.2,15878.9,16667
Bahamas,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1521.11,1531.16,1541.28,1551.46,1561.71,1572.03,1582.42,1592.88,1603.4,1614,1624.66,1635.4,1646.2,1657.08,1668.03,1679.05,1690.15,1701.32,1712.56,1723.88,1735.27,1746.73,1758.28,1769.89,1781.59,1793.36,1805.21,1817.14,1829.15,1841.23,1853.4,1865.65,1877.98,1890.38,1902.88,1915.45,1928.11,1940.85,1953.67,1966.58,1979.58,1992.66,2005.82,2019.08,2032.42,2045.85,2059.37,2072.98,2086.67,2100.46,2114.34,2128.31,2142.38,2156.53,2170.78,2185.13,2199.57,2214.1,2228.73,2243.46,2258.28,2273.21,2288.23,2303.35,2318.57,2333.89,2349.31,2364.83,2380.46,2396.19,2412.02,2427.96,2444,2460.15,2476.41,2492.77,2509.25,2525.83,2542.52,2559.32,2576.23,2593.25,2610.39,2627.64,2645,2662.48,2680.07,2697.78,2715.61,2733.55,2751.61,2769.8,2788.1,2806.52,2907.47,3012.04,3120.38,3232.62,3348.89,3469.34,3594.13,3723.4,3857.33,3996.07,4139.8,4288.7,4442.96,4602.77,4768.32,4939.83,5117.5,5301.57,5492.26,5689.81,5894.46,6106.48,6326.11,6553.65,6789.38,6789.38,6789.38,6789.38,6789.38,6789.38,6789.38,6789.38,6789.38,6789.38,6789.38,6789.38,6789.38,7338.24,7931.48,8572.68,9265.71,10014.8,10824.4,11699.5,12645.3,13667.5,14772.4,15548.4,16318.2,17142.9,18035,19008.2,19836.8,20852.4,21753.8,22901.9,20963.3,20756.8,19594.1,20664.8,16875.5,14098.3,14527.3,15522.8,17348.1,21410.2,22312.1,21204.1,22055.9,23058.5,23125.7,23606.1,23773.4,24220.1,24340.9,24469.8,23646.2,22236.6,20975.9,20638.1,20890.9,21416.7,21943.7,22658,23827.4,24419.8,24533.5,24395.1,24622.6,24551.2,24554.2,24849.4,25165.7,25225.1,24351.8,22904.8,22692.4,22807.3,22968.6,23140.9
Bahrain,1300,1306,1312,1318,1324,1330,1336,1342,1348,1354,1360,1366,1372,1378,1384,1390,1396,1402,1408,1414,1420,1426,1432,1438,1444,1450,1456,1462,1468,1474,1480,1486,1492,1498,1504,1510,1516,1522,1528,1534,1540,1546,1552,1558,1564,1570,1576,1582,1588,1594,1600,1624,1648,1672,1696,1720,1744,1768,1792,1816,1840,1864,1888,1912,1936,1960,1984,2008,2032,2056,2080,2104,2128,2152,2176,2200,2224,2248,2272,2296,2320,2344,2368,2392,2416,2440,2464,2488,2512,2536,2560,2584,2608,2632,2656,2680,2704,2728,2752,2776,2800,2801.32,2802.65,2803.97,2805.29,2806.62,2807.94,2809.26,2810.59,2811.91,2813.24,2814.56,2815.88,2817.21,2818.53,2819.85,2821.18,2822.5,2823.82,2825.15,2826.47,2827.79,2829.12,2830.44,2831.76,2833.09,2834.41,2835.74,2837.06,2838.38,2839.71,2841.03,2842.35,2843.68,2845,3568.41,4291.81,5015.22,5738.63,6462.03,7185.44,7908.85,8632.25,9355.66,10079.1,10802.5,11525.9,12249.3,12972.7,13696.1,14419.5,14970.7,15535.5,16107.5,16689,17251.8,17804.7,18320.3,18770.6,19161.1,19482.5,19750.2,20079.8,20515.7,21054.7,21744.2,22493.8,23309.7,24120.6,24979.1,25954.3,25747.1,27893.5,29319.3,29837.5,27322.5,33355.9,32848.7,29508.1,32367.9,36013.7,33520.4,30861.7,30396.8,32419.8,25255,23171.5,22163.9,24375.8,25195.6,27333.9,26380.4,27460.6,26924.3,28178.1,26042.1,24920.9,24390,23075,24548.5,30621,30769.1,35471.7,41874.4,47798.6,55556.3,58761.7,57547.4,51687.2,43329.2,42712.9,40083.5,40633.6,41778.4
Bangladesh,922.474,922.234,921.994,921.754,921.515,921.275,921.035,920.796,920.556,920.317,920.077,919.838,919.599,919.36,919.121,918.881,918.642,918.403,918.165,917.926,917.687,917.681,917.676,917.67,917.665,917.659,917.653,917.648,917.642,917.637,917.631,917.626,917.62,917.614,917.609,917.603,917.598,917.592,917.586,917.581,917.575,917.57,917.564,917.558,917.553,917.547,917.542,917.536,917.531,917.525,917.519,917.531,917.542,917.553,917.565,917.576,917.588,917.599,917.61,917.622,917.633,917.644,917.656,917.667,917.679,917.69,917.701,917.713,917.724,917.735,917.747,919.853,921.965,924.081,926.203,928.329,930.46,932.595,934.736,936.882,939.033,941.188,943.349,945.514,947.684,975.586,942.951,984.119,991.317,962.611,1005.56,911.49,982.966,1006.11,1019.77,992.972,918.163,1084.06,1084.4,998.216,1031.44,1046.31,1126.72,1135.78,1134.2,1106.85,1131.55,1056.6,1065.27,1204.38,1199.13,1189.01,1185.52,1157.68,1219.72,1188.99,1222.5,1199.25,1044.94,1188.2,1093.08,1169.57,1206.74,1155.55,1199.96,1202.01,1227.21,1215.26,1215.21,1252.75,1249.1,1224.13,1220.68,1204.72,1199.15,1171.3,1199.85,1163.87,1150.56,1159.61,1181.39,1188.92,1169.68,1201.86,1175.44,1143.02,1070.35,1063.11,1062.01,1074.71,1020.32,1023.31,1036.8,1034.49,1034.23,959.887,1042.28,1002.54,963.675,994.467,1029.4,1065.99,1039.98,1122.87,1112.29,1148.69,1140.37,1092.78,1169.98,1161.72,1189.68,1107.77,954.96,939.322,1033.6,999.641,1021.59,999.877,1041.07,1058.35,1035.73,1040.32,1025.8,1050,1081.68,1090.43,1115.13,1139.43,1150.14,1156.83,1210.05,1227.68,1269.49,1307.52,1339.67,1383.16,1423.18,1473.99,1523.12,1567.73,1629.55,1682.36,1721.91,1775.87,1850.78,1921.33,2021.32,2124.84,2227.92,2334.68,2456.29,2588.5,2714.6,2841.45
Barbados,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,961.539,967.893,974.289,980.727,987.207,993.73,1000.3,1006.91,1013.56,1020.26,1027,1033.79,1040.62,1047.49,1054.41,1061.38,1068.4,1075.46,1082.56,1089.71,1096.92,1104.16,1111.46,1118.8,1126.2,1133.64,1141.13,1148.67,1156.26,1163.9,1171.59,1179.33,1187.13,1194.97,1202.87,1210.81,1218.82,1226.87,1234.98,1243.14,1251.35,1259.62,1267.94,1276.32,1284.76,1293.24,1301.79,1310.39,1319.05,1327.77,1336.54,1345.37,1354.26,1363.21,1372.22,1381.29,1390.41,1399.6,1408.85,1418.16,1427.53,1436.96,1446.46,1456.02,1465.64,1475.32,1485.07,1494.88,1504.76,1514.7,1524.71,1534.79,1544.93,1555.14,1565.42,1575.76,1586.17,1596.65,1607.2,1617.82,1628.51,1639.27,1650.11,1661.01,1671.99,1683.03,1694.15,1705.35,1716.62,1727.96,1739.38,1750.87,1762.44,1774.09,1800.51,1827.32,1854.54,1882.16,1910.19,1938.64,1967.51,1996.81,2026.55,2056.73,2087.36,2118.45,2150,2182.02,2214.51,2247.49,2280.97,2314.94,2349.41,2384.4,2419.91,2455.95,2492.53,2529.65,2567.32,2605.56,2644.36,2683.74,2723.71,2764.28,2805.45,2847.23,2889.63,2932.67,2976.34,3020.67,3065.65,3220.99,3384.2,3555.68,3735.85,3925.15,4124.04,4333.01,4552.56,4783.24,5025.61,5395.8,5861.45,5539,5791.28,6429.74,6667.36,7357.92,7847.68,8412.08,9175.48,9271.74,9308.99,9438.4,10645.7,10376.6,10783.7,11164,11690.9,12566,13092.6,12758,12032.3,11978.1,12284.3,12300.7,12810.8,13021.1,13358.3,13724.8,13183.2,12558.9,11585.4,11619.7,12032.5,12290.1,12617.6,13133.3,13889.4,13897.6,14153.8,13730.1,13740.3,13962.6,14424,14961.4,15780.1,16001.7,16022.2,15328.9,15326.5,15374.2,15337.3,15192
Belarus,639.818,640.068,640.318,640.568,640.818,641.068,641.318,641.569,641.819,642.07,642.32,642.571,642.822,643.073,643.324,643.575,643.826,644.077,644.329,644.58,644.832,648.493,652.174,655.876,659.6,663.344,667.11,670.897,674.705,678.536,682.388,686.261,690.157,694.075,698.015,701.978,705.963,709.97,714.001,718.054,722.13,726.23,730.352,734.499,738.668,742.861,747.079,751.32,755.585,759.874,764.188,768.526,772.889,777.276,781.689,786.126,790.589,795.077,799.591,804.13,808.695,813.285,817.902,822.545,827.215,831.911,836.633,841.383,846.159,850.963,855.794,860.652,865.538,870.451,875.392,880.362,885.36,890.386,895.44,900.524,905.636,910.777,915.947,921.147,926.376,931.635,895.071,1045.92,1005.48,934.336,929.885,851.199,931.232,1054.62,1198.29,1108.15,1219.7,1198.5,1229.58,1303.9,1275.06,1306.02,1418.27,1319.56,1458.31,1289.94,1232.06,1183.12,1291.21,1339.71,1428.6,1319.01,1424.21,1495.21,1426.87,1467.56,1303.92,1144.16,699.972,603.073,605.12,553.52,642.103,739.094,935.738,1168.61,1311.24,1365.04,1434.54,1450.29,1514.77,1527.49,1502.94,1558.45,1700.37,1942.9,2073.7,2244.28,2236.51,2325.58,2227.27,2184.05,2141.67,2100.11,2059.36,2019.39,1980.21,2198.76,2482.52,2709.67,2933.13,2894.49,3027.43,3103.7,3198,3408.56,3667.01,3674.35,3878.68,3765.31,4046.16,4202.56,4246.02,4087.04,4552.33,4752.07,4926.47,5089.8,5334.84,5358.84,5717.48,5812.08,5787.1,6214.1,6404,6432.09,6745.76,6918.57,7108.22,7092.77,7121.62,7206.8,7403.94,7659.46,7769.78,7855.48,8196.25,8322.59,8524.71,8704.12,8531.47,8387.87,7537.22,6927.99,6101.32,5458.3,5608.55,6250.67,6782.12,7020.84,7439.26,7801.34,8203.15,8772.19,9783.34,10703.5,11818.5,12872.3,14454,14499,15652.6,16603.4,16919.4,17073.5
Belgium,1934.72,1935.48,1936.24,1937,1937.76,1938.51,1939.27,1940.03,1940.79,1941.55,1942.31,1943.07,1943.83,1944.59,1945.36,1946.12,1946.88,1947.64,1948.4,1949.17,1949.93,1955.08,1960.25,1965.43,1970.62,1975.83,1981.05,1986.28,1991.53,1996.79,2002.07,2030.28,2058.88,2087.89,2117.31,2147.15,2177.4,2208.08,2239.19,2270.74,2302.74,2335.19,2368.09,2401.46,2435.3,2469.61,2504.41,2605.36,2593.43,2648.28,2732.37,2790.34,2846.96,2903.5,3064.48,3066.1,3213.43,3275.58,3275.86,3254.86,3396.72,3422.99,3488.21,3562.66,3655.63,3628.66,3710.18,3702.37,3809.59,3948.21,3991.73,3978.19,4189.24,4183.87,4288.13,4244.78,4265.46,4280.24,4366.73,4370.72,4550.26,4557.55,4657.28,4670.02,4657.36,4659.92,4683.05,4827.59,4823.39,5020.03,5093.9,5044.96,5114.88,5135.39,5154.64,5219.55,5279.51,5331.87,5374.4,5436.44,5548.75,5531.15,5561.37,5611.08,5684.11,5775.71,5829.64,5851.6,5852.43,5909.94,6048.65,6174.58,6261.94,6281.71,4601.68,3769.79,4219.16,3513.27,3282.35,4045.42,6108.76,6432.36,6864.75,7301.64,7623.78,7633.66,7730.59,7698.02,8215.68,8420.05,8547,8235.87,7832.96,7738.99,7549.49,7887.23,8129.76,8508.86,8338.78,7997.26,6564.6,5604.56,5749.06,4656.97,4723.73,5040.61,7933.42,8933.81,9379.05,9647.6,9948.08,10449.8,10387.1,10763.4,11143.1,11509.6,11864,12095.1,11799.1,12045.9,12545.3,13088,13684,14188.1,15051.2,15445.8,15836.5,16370.5,16990.7,18078.2,19147.6,19795,20756.7,21961.2,22814.7,22449.9,23679.7,23801.8,24458.6,25012.1,26107,25766.6,26119.8,26118.7,26766,27027.3,27420.7,28044.2,29326.8,30215,31032.6,31490.3,31841.4,31410.7,32304.2,32968.6,33273.1,34313.5,34897.9,36026.6,37275.4,37464.4,37954.7,38266.8,39341.8,39935.7,40744.9,41629.9,41715.5,40232.2,40876.1,40997.5,40594,40451.4
